Index,node_1,node_2,matched_peaks,total_peaks,matching_score,rt_gap,mz_gap,status,Fragnotation,All_annotations
90,68,68,,,,0.0,0.0,singleton,,0.0
91,70,70,,,,0.0,0.0,singleton,,0.0
92,71,71,,,,0.0,0.0,singleton,,0.0
93,72,72,,,,0.0,0.0,singleton,,0.0
94,73,73,,,,0.0,0.0,singleton,,0.0
95,74,74,,,,0.0,0.0,singleton,,0.0
96,76,76,,,,0.0,0.0,singleton,,0.0
97,79,79,,,,0.0,0.0,singleton,,0.0
98,80,80,,,,0.0,0.0,singleton,,0.0
99,81,81,,,,0.0,0.0,singleton,,0.0
100,86,86,,,,0.0,0.0,singleton,,0.0
101,87,87,,,,0.0,0.0,singleton,,0.0
102,88,88,,,,0.0,0.0,singleton,,0.0
103,89,89,,,,0.0,0.0,singleton,,0.0
104,90,90,,,,0.0,0.0,singleton,,0.0
105,91,91,,,,0.0,0.0,singleton,,0.0
106,93,93,,,,0.0,0.0,singleton,,0.0
107,95,95,,,,0.0,0.0,singleton,,0.0
108,97,97,,,,0.0,0.0,singleton,,0.0
109,98,98,,,,0.0,0.0,singleton,,0.0
110,99,99,,,,0.0,0.0,singleton,,0.0
111,101,101,,,,0.0,0.0,singleton,,0.0
112,103,103,,,,0.0,0.0,singleton,,0.0
113,104,104,,,,0.0,0.0,singleton,,0.0
114,105,105,,,,0.0,0.0,singleton,,0.0
115,106,106,,,,0.0,0.0,singleton,,0.0
116,107,107,,,,0.0,0.0,singleton,,0.0
117,108,108,,,,0.0,0.0,singleton,,0.0
118,109,109,,,,0.0,0.0,singleton,,0.0
119,110,110,,,,0.0,0.0,singleton,,0.0
120,111,111,,,,0.0,0.0,singleton,,0.0
121,112,112,,,,0.0,0.0,singleton,,0.0
122,113,113,,,,0.0,0.0,singleton,,0.0
123,114,114,,,,0.0,0.0,singleton,,0.0
124,115,115,,,,0.0,0.0,singleton,,0.0
125,116,116,,,,0.0,0.0,singleton,,0.0
126,117,117,,,,0.0,0.0,singleton,,0.0
127,118,118,,,,0.0,0.0,singleton,,0.0
128,119,119,,,,0.0,0.0,singleton,,0.0
129,120,120,,,,0.0,0.0,singleton,,0.0
130,121,121,,,,0.0,0.0,singleton,,0.0
131,122,122,,,,0.0,0.0,singleton,,0.0
132,123,123,,,,0.0,0.0,singleton,,0.0
133,124,124,,,,0.0,0.0,singleton,,0.0
134,125,125,,,,0.0,0.0,singleton,,0.0
135,126,126,,,,0.0,0.0,singleton,,0.0
136,127,127,,,,0.0,0.0,singleton,,0.0
137,128,128,,,,0.0,0.0,singleton,,0.0
138,129,129,,,,0.0,0.0,singleton,,0.0
139,130,130,,,,0.0,0.0,singleton,,0.0
140,131,131,,,,0.0,0.0,singleton,,0.0
141,132,132,,,,0.0,0.0,singleton,,0.0
142,133,133,,,,0.0,0.0,singleton,,0.0
143,134,134,,,,0.0,0.0,singleton,,0.0
144,135,135,,,,0.0,0.0,singleton,,0.0
145,137,137,,,,0.0,0.0,singleton,,0.0
146,138,138,,,,0.0,0.0,singleton,,0.0
147,139,139,,,,0.0,0.0,singleton,,0.0
148,140,140,,,,0.0,0.0,singleton,,0.0
149,141,141,,,,0.0,0.0,singleton,,0.0
150,142,142,,,,0.0,0.0,singleton,,0.0
151,143,143,,,,0.0,0.0,singleton,,0.0
152,144,144,,,,0.0,0.0,singleton,,0.0
153,145,145,,,,0.0,0.0,singleton,,0.0
154,146,146,,,,0.0,0.0,singleton,,0.0
155,147,147,,,,0.0,0.0,singleton,,0.0
156,148,148,,,,0.0,0.0,singleton,,0.0
157,149,149,,,,0.0,0.0,singleton,,0.0
158,150,150,,,,0.0,0.0,singleton,,0.0
159,151,151,,,,0.0,0.0,singleton,,0.0
160,152,152,,,,0.0,0.0,singleton,,0.0
161,154,154,,,,0.0,0.0,singleton,,0.0
162,155,155,,,,0.0,0.0,singleton,,0.0
163,156,156,,,,0.0,0.0,singleton,,0.0
164,157,157,,,,0.0,0.0,singleton,,0.0
165,158,158,,,,0.0,0.0,singleton,,0.0
166,159,159,,,,0.0,0.0,singleton,,0.0
167,160,160,,,,0.0,0.0,singleton,,0.0
168,161,161,,,,0.0,0.0,singleton,,0.0
169,163,163,,,,0.0,0.0,singleton,,0.0
170,164,164,,,,0.0,0.0,singleton,,0.0
171,165,165,,,,0.0,0.0,singleton,,0.0
172,166,166,,,,0.0,0.0,singleton,,0.0
173,167,167,,,,0.0,0.0,singleton,,0.0
174,168,168,,,,0.0,0.0,singleton,,0.0
175,169,169,,,,0.0,0.0,singleton,,0.0
176,170,170,,,,0.0,0.0,singleton,,0.0
177,171,171,,,,0.0,0.0,singleton,,0.0
178,172,172,,,,0.0,0.0,singleton,,0.0
179,173,173,,,,0.0,0.0,singleton,,0.0
180,174,174,,,,0.0,0.0,singleton,,0.0
181,175,175,,,,0.0,0.0,singleton,,0.0
182,176,176,,,,0.0,0.0,singleton,,0.0
183,177,177,,,,0.0,0.0,singleton,,0.0
184,178,178,,,,0.0,0.0,singleton,,0.0
185,179,179,,,,0.0,0.0,singleton,,0.0
186,180,180,,,,0.0,0.0,singleton,,0.0
187,181,181,,,,0.0,0.0,singleton,,0.0
188,182,182,,,,0.0,0.0,singleton,,0.0
189,183,183,,,,0.0,0.0,singleton,,0.0
190,188,188,,,,0.0,0.0,singleton,,0.0
191,190,190,,,,0.0,0.0,singleton,,0.0
192,192,192,,,,0.0,0.0,singleton,,0.0
193,193,193,,,,0.0,0.0,singleton,,0.0
194,196,196,,,,0.0,0.0,singleton,,0.0
195,198,198,,,,0.0,0.0,singleton,,0.0
196,199,199,,,,0.0,0.0,singleton,,0.0
197,201,201,,,,0.0,0.0,singleton,,0.0
198,202,202,,,,0.0,0.0,singleton,,0.0
199,203,203,,,,0.0,0.0,singleton,,0.0
200,204,204,,,,0.0,0.0,singleton,,0.0
201,206,206,,,,0.0,0.0,singleton,,0.0
202,207,207,,,,0.0,0.0,singleton,,0.0
203,208,208,,,,0.0,0.0,singleton,,0.0
204,209,209,,,,0.0,0.0,singleton,,0.0
205,210,210,,,,0.0,0.0,singleton,,0.0
206,211,211,,,,0.0,0.0,singleton,,0.0
207,212,212,,,,0.0,0.0,singleton,,0.0
208,214,214,,,,0.0,0.0,singleton,,0.0
209,215,215,,,,0.0,0.0,singleton,,0.0
210,216,216,,,,0.0,0.0,singleton,,0.0
211,217,217,,,,0.0,0.0,singleton,,0.0
212,218,218,,,,0.0,0.0,singleton,,0.0
213,219,219,,,,0.0,0.0,singleton,,0.0
214,220,220,,,,0.0,0.0,singleton,,0.0
215,222,222,,,,0.0,0.0,singleton,,0.0
216,223,223,,,,0.0,0.0,singleton,,0.0
217,225,225,,,,0.0,0.0,singleton,,0.0
218,226,226,,,,0.0,0.0,singleton,,0.0
219,227,227,,,,0.0,0.0,singleton,,0.0
220,228,228,,,,0.0,0.0,singleton,,0.0
221,229,229,,,,0.0,0.0,singleton,,0.0
