Index,feature_id,mz,rt,TIC,charge,status
152,592.0,1025.1655,442.79,582700.0,-1.0,singleton
153,601.0,353.1637,375.123,215700.0,1.0,singleton
154,610.0,965.1958,499.605,896300.0,-1.0,singleton
155,611.0,285.9086,533.228,181400.0,-1.0,precursor
156,639.0,129.9745,15.781,789100.0,1.0,singleton
157,651.0,195.0292,140.251,181400000.0,-1.0,singleton
158,652.0,343.0832,293.608,161600000.0,-1.0,singleton
159,653.0,164.9261,15.182,130800.0,1.0,singleton
160,661.0,1011.2023,498.629,550300.0,-1.0,singleton
161,689.0,365.2332,289.338,70130000.0,-1.0,fragment
162,698.0,457.1881,283.479,313700000.0,-1.0,singleton
163,743.0,187.0967,105.018,318700.0,-1.0,singleton
164,750.0,243.1598,189.894,244300.0,1.0,singleton
165,774.0,173.0811,82.796,104300.0,1.0,singleton
166,793.0,215.1283,149.22,87400.0,-1.0,singleton
