Feature_ID,007_12_Desoxydiacetylpyxinol,004_Acetylportentol,008_12_Desoxypyxinol,011_Bourgeanic_acid,002_2_Hydroxy_4_6_dimethoxyacetophenone,012_Caperatic_acid
2,,,,0.7577684905995573,,
3,1.1099526847762466,1.1099526847762466,1.1099526847762466,1.1099526847762466,1.1099526847762466,1.0588427980061013
7,1.0016583314957825,0.5333333333333333,0.5333333333333333,1.0016583314957825,0.5333333333333333,1.0016583314957825
12,0.4,1.8498595643042997,0.7942036773010697,0.65,0.4,0.4
13,0.2,0.2,0.2,0.2,0.2,0.2
18,,,,,,
23,1.6919605916556564,,1.6919605916556564,,1.6919605916556564,
26,,,,,,
28,1.1360295995629268,1.1360295995629268,1.1360295995629268,1.1360295995629268,1.1360295995629268,1.1360295995629268
32,,,,,,
34,,,,,,
36,1.1418897267738424,,1.1418897267738424,,1.1418897267738424,1.1418897267738424
37,,,,,,
38,,,,,,
39,,,,,,
41,,,,,,
43,,,,,,
46,,,,,,1.0588427980061013
47,,,,,,
48,,,,,,
49,,,,,,
50,,,,,,
51,,,,,,
54,,,,,,
55,,,,,,
58,1.0321084051198257,1.0321084051198257,,,,1.0321084051198257
61,4.807508677182232,,4.307508677182232,,,
63,,,,,,
67,,,,,,
70,,,,,,
71,,,,,,
72,,,,,,
76,,,,,,
77,,,,,,
78,4.807508677182232,,4.307508677182232,,,
79,,,,,,
80,,,,,,
82,1.4638626140964548,0.6458513175955009,1.4638626140964548,1.4638626140964548,1.4638626140964548,1.4638626140964548
83,,,,,,
84,,,,,,
86,1.194185956097518,0.25,1.194185956097518,,1.194185956097518,1.4799002418118037
89,,,,,,
90,,,,,,
92,,,,,,
96,,,,,,
100,1.4638626140964548,,1.4638626140964548,,1.4638626140964548,
101,,,,,,
103,0.5,0.7,0.5,0.5,0.5,0.7
104,,,,,,
105,,,,,,
107,1.7445805401128505,0.4,0.4,0.4,0.7517053456786229,0.4
109,1.0381894723589835,1.0381894723589835,1.0381894723589835,,0.7881894723589836,
111,,,,,,
112,1.0847894919686194,1.0847894919686194,1.0847894919686194,,1.0847894919686194,
114,,,,,,
118,0.5,0.7,0.5,0.5,0.5,0.7
119,,,,,,
120,,,,,,
124,,,,,,
125,,,,,,
126,,,,,,
127,,,,,,
129,,,,,,
132,,,,,,
134,,,,,,
136,,,,,,
137,,,,,,
138,1.194185956097518,,1.194185956097518,,1.194185956097518,1.4799002418118037
140,,,,,,
142,,,,,,
143,,,,,,
146,,,,,,
148,,0.3988548708093809,,,,
151,0.4,0.4,0.4,,0.4,
152,,,,,,
154,,,,,,
155,,,,,,
157,,,,,,
159,0.3444211657431778,0.3444211657431778,0.3444211657431778,,0.3444211657431778,
