Index,feature_id,mz,rt,TIC,charge,status
112,741.0,557.0959,457.071,138600.0,1.0,singleton
113,757.0,705.1315,498.902,191000.0,1.0,singleton
114,772.0,430.3893,369.027,174900.0,1.0,singleton
115,775.0,758.2226,465.195,74960000.0,1.0,singleton
116,776.0,610.1849,475.464,141780000.0,1.0,singleton
117,783.0,686.2014,498.952,12774000.0,1.0,singleton
118,787.0,125.9864,505.629,13542000.0,1.0,fragment
119,788.0,628.1956,399.661,14910000.0,1.0,precursor
120,804.0,328.9154,510.819,2920300.0,1.0,precursor
121,808.0,194.1177,16.098,598300.0,1.0,singleton
122,821.0,302.3057,229.505,1375300.0,1.0,singleton
123,822.0,217.1072,89.267,10849000.0,1.0,fragment
124,832.0,404.8164,513.938,813100.0,1.0,singleton
125,836.0,218.2116,113.572,626100.0,1.0,singleton
126,838.0,158.9615,32.973,1721900.0,1.0,fragment
127,844.0,251.1618,120.741,259500.0,1.0,singleton
128,845.0,177.1639,176.096,452200.0,1.0,fragment
129,849.0,194.1178,505.213,756700.0,1.0,singleton
130,853.0,236.1129,99.774,261600.0,1.0,singleton
131,856.0,612.1636,432.596,23758000.0,1.0,singleton
132,862.0,184.9857,295.465,1575800.0,1.0,precursor
133,863.0,668.6196,397.015,844000.0,1.0,singleton
134,867.0,680.4814,483.219,1143100.0,1.0,precursor
135,868.0,559.132,370.352,484300.0,1.0,singleton
136,881.0,538.1449,412.24,974100.0,1.0,singleton
137,886.0,640.5879,387.697,518900.0,1.0,singleton
138,893.0,1044.2031,476.755,716000.0,1.0,singleton
139,903.0,234.1337,89.332,2164000.0,1.0,precursor
140,916.0,596.1688,468.283,14009000.0,1.0,singleton
141,928.0,721.507,482.925,1199100.0,1.0,singleton
142,929.0,157.0353,16.058,985700.0,1.0,singleton
143,933.0,226.1803,158.197,191300.0,1.0,fragment
144,941.0,272.2589,208.648,408400.0,1.0,singleton
145,952.0,191.1043,125.546,71700.0,1.0,singleton
146,962.0,324.2171,288.834,276500.0,1.0,singleton
147,975.0,552.1616,442.921,3174200.0,1.0,singleton
148,977.0,149.0234,289.277,4462000.0,1.0,fragment
149,980.0,337.0752,245.758,110000.0,1.0,singleton
150,983.0,169.1224,125.268,326500.0,1.0,singleton
151,995.0,432.2804,74.063,647700.0,1.0,singleton
152,997.0,335.2194,279.353,155400.0,1.0,singleton
153,1000.0,1074.2912,492.87,1203000.0,1.0,singleton
154,1001.0,626.1803,459.29,12901000.0,1.0,singleton
155,1013.0,521.1187,412.198,1072300.0,1.0,singleton
156,1015.0,781.1802,439.938,1218300.0,1.0,singleton
157,1016.0,947.2874,498.945,118200.0,1.0,singleton
158,1025.0,611.1678,399.787,651400.0,1.0,precursor
159,1045.0,147.0657,475.871,139100.0,1.0,singleton
160,1051.0,223.0639,183.275,373600.0,1.0,singleton
161,1053.0,308.0256,475.744,184700.0,1.0,singleton
162,1056.0,656.2256,459.541,2208600.0,1.0,singleton
163,1057.0,358.2954,307.423,1029000.0,1.0,singleton
164,1065.0,582.209,441.842,2040100.0,1.0,singleton
165,1068.0,223.0965,193.569,625900.0,1.0,singleton
166,1090.0,310.2015,289.227,122100.0,1.0,singleton
167,1092.0,287.2218,311.647,242400.0,1.0,singleton
168,1099.0,315.0934,245.447,423700.0,1.0,singleton
169,1231.0,1072.3088,453.646,8800000.0,1.0,singleton
170,1272.0,519.1391,457.426,481400.0,1.0,fragment
171,1273.0,163.0391,316.856,329400.0,1.0,singleton
172,1294.0,656.5089,436.587,617800.0,1.0,singleton
173,1329.0,208.0395,298.056,595100.0,1.0,precursor
174,1334.0,211.1696,195.699,236000.0,1.0,singleton
175,1339.0,462.147,440.016,325600.0,1.0,singleton
176,1347.0,193.1588,120.778,357200.0,1.0,fragment
177,1351.0,327.0083,322.91,192600.0,1.0,singleton
178,1359.0,670.2432,432.438,35100.0,1.0,singleton
179,1397.0,145.1337,333.845,3583200.0,1.0,singleton
180,1401.0,386.1519,279.987,61500.0,1.0,singleton
181,1445.0,718.2296,449.255,545300.0,1.0,singleton
182,1490.0,167.013,333.645,17347000.0,1.0,precursor
183,1508.0,195.0653,141.482,1200000.0,1.0,precursor
184,1511.0,194.1177,306.054,1573700.0,1.0,singleton
185,1591.0,226.0122,327.031,467700.0,1.0,singleton
186,1626.0,522.1511,450.894,447900.0,1.0,singleton
187,1646.0,207.0176,504.769,236900.0,1.0,singleton
188,1652.0,284.3312,323.44,285100.0,1.0,singleton
189,1653.0,566.1765,412.965,70200.0,1.0,singleton
190,1656.0,355.2826,306.18,910000.0,1.0,singleton
191,1668.0,387.3095,334.211,196440000.0,1.0,fragment
