row ID,row m/z,row retention time,NEG_Cas11.mzXML Peak area,NEG_Cas13.mzXML Peak area,NEG_Cas24.mzXML Peak area,NEG_Cas3.mzXML Peak area,NEG_Cas4.mzXML Peak area,NEG_Cas5.mzXML Peak area,NEG_Cas6.mzXML Peak area,NEG_Extrait2hexane.mzXML Peak area,NEG_YSBlanc_MSMS.mzXML Peak area,NEG_YSC4-512CCP6P_MSMS.mzXML Peak area,NEG_YSC410MCP6P_MSMS.mzXML Peak area,NEG_YSC511MCP6P_MSMS.mzXML Peak area,
1976,489.21221923828125,12.966741666666667,2050518.4277500527,4428887.829953109,0,0,0,0,0,0,0,0,0,0,
1977,401.18052547394285,17.297611111111113,1998872.385156143,216628.56000002805,0,0,0,0,0,0,0,0,0,5436218.944687569,
1978,353.1152648925781,14.329633333333334,1947447.936499988,0,0,0,0,0,0,0,0,0,0,0,
1979,175.06005859375,3.856466666666667,5204628.559531265,0,0,0,0,0,0,0,0,0,0,0,
1980,480.1863708496094,17.338666666666665,1931117.0407811634,0,0,0,0,0,0,0,0,0,0,0,
1981,367.13921710423057,15.022122222222222,2896992.2418594365,0,0,0,0,0,0,0,0,4869549.088824185,0,1.228010131654691E7,
1982,497.2306671142578,24.949666666666666,1709214.6343750118,0,0,0,2402434.4065625127,0,0,0,0,0,0,0,
1983,537.2310180664062,21.300333333333334,1736963.6717187788,5.799044526406244E7,0,0,0,0,0,0,0,0,0,0,
1984,390.155517578125,15.395316666666668,2069997.2531249814,0,0,0,0,0,0,0,0,0,0,0,
1985,649.3726196289062,31.223333333333336,1852823.4631249742,0,0,0,0,0,0,0,0,0,0,0,
1986,273.08782958984375,15.3084,4483124.157828127,0,0,0,0,0,0,0,0,0,0,0,
1987,351.1812879774306,13.622394444444444,2640145.1085156756,0,0,0,0,0,0,0,0,148042.7247499868,0,2.6734690375437465E7,
1988,471.2956848144531,23.62683333333333,1715109.9129687198,0,0,0,0,0,0,0,0,0,0,0,
1989,154.9973907470703,12.024849999999999,2028970.853968784,0,0,0,0,0,0,0,0,0,0,0,
1990,203.0915069580078,7.119066666666667,5497021.743625007,0,0,0,0,0,0,0,0,0,0,0,
1991,319.1548229103812,25.63897222222222,2098706.6156250173,0,0,0,1873141.858906231,8.095843474375023E7,1.36398779031251E7,0,0,6878745.72731441,0,2.699997277953116E7,
1992,165.0546588897705,16.36682916666667,439419.683437509,0,0,4.7030653546259314E8,2.6623805301515307E9,1.152836678056055E9,3.6404452245603144E8,8.562340878481525E8,0,1.2508334175781373E7,3.7186842179093707E8,0,
1993,299.1857401529948,16.260188888888887,1657968.829812473,0,0,0,0,0,9617975.502624977,2523035.1478437525,0,0,0,0,
1994,186.1124711633842,29.8988,1702727.8948437334,1.7730367584581548E8,2.2878287835136732E8,3294153.1934374003,0,0,0,1.9549033408125013E7,0,0,0,0,
1995,535.2522091335721,20.558555555555554,2030849.2768749942,1812372.9221875,0,0,0,0,5357080.950000013,0,0,0,0,0,
1996,451.2349853515625,20.283749999999998,1771503.1803124968,0,0,0,0,0,0,4521878.020624962,0,0,0,0,
1997,136.86148071289062,1.936975,835715.3179687537,0,0,0,0,0,0,3.983066895318753E7,0,0,0,0,
1998,170.86972045898438,1.9297,1748243.32482812,0,0,0,0,0,0,0,0,0,0,0,
1999,351.2171840475063,25.266333333333332,2207373.0181249795,5056703.342187531,0,0,0,0,1762499.4443358977,2.3120268492031273E7,0,0,0,0,
2000,393.12388610839844,23.121833333333335,2022534.593593783,0,0,0,0,0,0,0,0,0,0,5205779.673593769,
2001,459.26971435546875,28.266833333333334,1884316.6775000254,0,0,0,0,0,0,6912090.756249999,0,0,0,0,
2002,172.82965932556934,38.153104166666665,464287.18468749226,826495.6365624713,1.3681624284384638E7,936781.8206249895,4046522.941913941,1030179.9271875153,1.4182513296855502E7,1089509.5940625395,0,0,0,0,
2003,223.09644789485088,14.041816666666666,2011401.656531287,0,0,0,2.7134661928146515E7,0,0,0,0,0,0,0,
2004,743.487060546875,38.050666666666665,1940565.136249831,0,0,0,0,0,0,0,0,0,0,0,
2005,283.26387179904515,34.04873333333334,1691550.9217185325,0,1.2005653638593834E7,9.852777988718799E7,0,3214973.866005863,0,6274067.445624988,0,0,0,0,
2006,327.1337890625,14.35515,2273233.942718787,0,0,0,0,0,0,0,0,0,0,0,
2007,145.0493508382725,4.770261111111111,3810058.5353125054,0,0,0,0,0,4.481140037085935E7,0,7.419603539118753E7,1.0086603048796491E8,9385469.239062471,4.00975210068281E7,
2008,425.1844223879696,14.042816666666667,1998252.07521876,0,0,0,0,0,3.0669498487065393E7,0,0,0,0,0,
2009,267.15990102339765,19.87525,1620034.4984375527,4613383.614511726,2504515.077343745,3605241.890468673,3572686.770937524,3.0211346462968748E7,1.1698492550312495E7,4771976.930781246,0,0,0,0,
2010,519.330301920573,25.823416666666667,1756511.0945313307,87891.24250001051,0,0,0,0,0,0,0,0,0,0,
2011,265.0845540364583,16.316033333333333,1830059.9114686782,0,0,0,0,0,0,0,0,1.1007463759250015E7,0,4.210195702781242E7,
2012,222.07624336732638,23.4809,1872517.4768749906,4605185.19531252,4115092.147968745,2066382.7203125646,2401479.8162499643,0,0,0,0,0,0,0,
2013,315.2536685365619,23.577348484848482,1988654.028281299,4547973.050019559,2378005.475312493,2.5137444269062433E7,1.4834156502812514E7,5554629.610625024,4083335.3931250004,1.4726073683124894E7,0,4729558.98124999,1.453799897703135E7,5686955.7389062885,
2014,144.92213439941406,11.358566666666666,1.3169166494390689E7,0,0,0,0,0,0,0,0,0,0,0,
2015,182.8958190133499,38.01123333333334,582218.945937424,1.0231296104765655E7,4116188.4243749785,1.1972502492050815E7,0,0,0,1.2129550952480407E7,0,0,0,0,
2016,381.15248107910156,17.865333333333336,3601005.65046887,0,0,0,0,0,0,0,0,0,0,0,
2017,165.01825632056827,19.131825,4414195.139203026,7.710321937478062E8,4.056611520161718E8,7.890802532314043E8,6.622705888593774E8,3416173.2844687556,1.0219822869257838E7,5.90135676782031E7,0,1.646173901821877E7,0,1.1790798095070307E8,
2018,241.02890381283228,12.803111111111113,2151316.112156267,5160854.696755845,0,0,0,0,0,0,2153872.4105624696,0,0,0,
2019,473.28090405239317,32.093020833333334,2342127.839687259,6094007.363281091,1.0082809067250012E8,1.0184596239999773E7,4316050.356484388,4065643.468828166,5486169.856406167,9517918.827187369,0,0,0,0,
2020,441.3006591796875,22.781777777777776,1797042.845781246,0,0,0,0,0,0,7694479.715000016,0,0,3289461.2307813084,0,
2021,311.1134023793049,12.935756666666666,4249580.608718717,8374109.074597629,0,0,0,0,0,0,0,3.1972747069586035E7,8868447.361097623,5917276.493734412,
2022,293.1772515509377,30.83577777777778,1946488.01890633,6.538756745005862E7,6050557.482968722,1.4250896505468503E7,0,1910225.0403125142,0,8785280.856874896,0,0,0,0,
2023,285.06157761147904,8.6704,3313880.555640626,0,0,0,0,0,0,0,0,0,1.3046407463296094E9,0,
2024,418.3168579101563,36.250033333333334,2173005.2792189494,0,0,0,1.4998512290000072E7,6.041015765312471E7,6.449300017937498E7,1.913205617937497E7,0,0,0,0,
2025,383.1700817127133,17.79222222222222,1835758.0293750418,4.432704812792975E7,0,0,0,0,0,0,0,0,0,9129262.098124985,
2026,429.983154296875,4.614833333333333,3577621.776562498,0,0,0,0,0,0,0,0,0,0,0,
2027,443.24277193396387,24.745944444444447,1896900.5393750127,0,0,0,7134535.849062482,1.2827343054999687E7,221833.43999997556,1.909672280468747E8,0,0,0,3.53770042562495E7,
2028,203.93594482997193,38.0366875,2599406.2117188834,2095977.8500000017,1.743060425566902E7,1708384.0945313172,1.768265102835943E7,1726079.6764062718,1660111.6076561746,1.8062273513261627E7,0,0,0,0,
2029,337.1295166015625,13.566908333333334,2525039.120343747,0,0,0,0,0,0,0,0,0,0,1.1152215149656245E7,
2030,262.1443786621094,34.03566666666667,3546911.986249799,0,0,0,0,0,0,0,0,0,0,0,
2031,425.2197028266059,14.091088888888889,2203152.561078091,0,0,0,0,0,0,0,0,3161947.943640615,0,9285842.226093702,
2032,375.1428304571782,17.921972222222223,1653703.16843755,3306134.2090625423,0,0,437345.1740624617,5024192.14281249,0,0,0,3574449.804785149,0,7679422.113437682,
2033,487.3126525878906,26.824333333333335,629300.6718750441,0,0,0,0,0,0,0,0,0,0,0,
2034,361.9050598144531,15.559033333333334,2159642.4425312863,0,0,0,0,0,0,0,0,0,0,0,
2035,299.0217431521387,14.948205555555555,2105507.3902343805,0,0,0,0,3717450.842052736,4540718.82323631,0,0,0,0,0,
2036,614.4544677734375,34.87575,2470550.7857813356,5.613166171187531E7,0,0,0,0,0,0,0,0,0,0,
2037,299.185947577424,14.976541666666666,2286494.9082343904,4.7563522236035235E7,0,0,0,0,0,0,0,0,0,0,
2038,309.0976867675781,6.898994444444445,4361480.920374978,0,0,0,0,0,1.2145360438468765E7,0,0,0,0,1.518373522606252E7,
2039,687.3164265950521,24.639166666666668,1661551.950937463,0,1.704978031296869E7,8827611.01140625,0,0,0,0,0,0,0,0,
2040,612.4387512207031,36.06275,2107548.7123436253,3.2666950730937496E7,0,0,0,0,0,0,0,0,0,0,
2041,381.1913146972656,25.051666666666666,1691943.3159375084,0,0,0,0,0,0,0,0,0,0,0,
2042,647.357421875,31.672166666666666,2193861.568749969,0,0,0,0,0,0,0,0,0,0,0,
2043,293.1781915104467,27.0410303030303,6110555.716874978,6291544.676406199,7212813.017187625,9470238.07453116,8701149.916250026,7812742.618124899,7184153.962031071,5464975.730156291,0,8.881438668417023E7,6.357950194304205E7,9.451106766529256E7,
2044,154.9729766845703,38.52616666666667,1.6480018763437288E7,0,0,0,0,0,0,0,0,0,0,0,
2045,315.25361870659725,29.28311111111111,3920956.0523438198,9142103.150683587,0,0,0,0,0,6.374118996843747E7,0,0,0,0,
2046,353.1139221191406,15.705183333333334,1640047.0302500427,0,0,0,0,0,0,0,0,0,0,0,
2047,241.75710538136872,2.0034083333333337,1771116.4053437582,4069390.115906253,0,0,0,0,0,0,0,0,0,0,
2048,355.17615468949606,14.503879166666668,2304443.2373125004,2.2851277047135973E8,0,0,0,0,0,0,0,1.040090009165625E7,0,4.071058404046884E7,
2049,521.3129565829322,27.51033333333333,1989315.042812534,0,0,0,0,3545660.1694922205,1.2916981538437456E7,6042298.850312574,0,0,0,0,
2050,736.4920043945312,38.04516666666667,2033688.3010937597,0,0,0,0,0,0,0,0,0,0,0,
2051,259.1549106482303,15.59765,1680612.2455312477,0,0,0,0,0,0,0,0,4405912.00628907,0,9820882.39731249,
2052,327.2172618516311,21.07239393939394,1805951.9014061135,4023602.391562496,0,5.243008608375E8,9.755095276968722E7,1.28313152081875E8,5.148573704050007E8,1.5692108492812505E8,3726747.22332034,1.6589828633343795E8,2.470177659898454E7,1.2009250077187465E8,
2053,254.0487060546875,15.710616666666665,1673555.977656236,0,0,0,0,0,0,0,0,0,0,0,
2054,259.08184814453125,5.65525,3300062.12296877,0,0,0,0,0,0,0,0,0,0,0,
2055,475.3061828613281,29.472166666666666,1888767.9268749526,0,0,0,0,0,0,0,0,0,0,0,
2056,276.0874938964844,11.5901,2055648.6510936974,0,0,0,0,0,0,0,0,0,0,0,
2057,450.1033020019531,14.37105,2065767.1277656113,0,0,0,0,0,0,0,0,0,0,0,
2058,363.1817460980332,18.23511111111111,1776089.524999949,0,0,0,0,0,0,0,0,5490664.357812645,0,3147332.1387500353,
2059,521.3133883220343,17.903624999999998,1710777.8799998853,9.451003604703115E7,0,0,0,0,0,0,0,9549521.9732809,0,8.796308677921882E7,
2060,253.1441853841146,13.36215,1924821.0039062274,8201810.306156262,0,0,0,0,0,0,0,0,0,5884613.980234345,
2061,367.2848887052052,32.09840476190477,1641526.0610939802,8224485.454101622,2364556.6104687764,1.852864469140601E7,8446250.144121097,1.4722081417031275E7,0,1.404012404312505E7,0,0,0,0,
2062,335.86015352769334,0.6532333333333333,437832.1599375024,829131.460822267,0,0,0,0,0,422644.093321778,390099.4986743178,0,0,0,
2063,551.2874781330739,19.708233333333332,1818929.020625074,1.5106393202812491E7,0,0,0,0,0,8470014.02406249,0,0,1.9272874450742133E7,2936257.555937525,
2064,305.96734619140625,3.1180833333333333,3346072.5733437426,0,0,0,0,0,0,0,0,0,0,0,
2065,293.9830627441406,11.820266666666667,1766539.7827968888,0,0,0,0,0,0,0,0,0,0,0,
2066,746.5068577374388,30.099133333333334,3058374.067812339,4.710552833999995E7,0,6.43350460314064E7,0,3.752556496074209E7,0,5709301.011171851,0,0,0,0,
2067,123.94501495361328,0.7613,6297934.468953127,0,0,0,0,0,0,0,0,0,0,0,
2068,118.06487528483073,15.285438888888889,1949675.7112812304,2.0644517080453157E7,0,0,0,0,0,1.177826047800001E7,0,0,0,0,
2069,361.2026672363281,21.828333333333333,1980324.3810937135,0,0,0,0,0,0,0,0,0,0,0,
2070,339.0982360839844,14.82445,1743028.4484374716,0,0,0,0,0,0,0,0,0,0,0,
2071,316.80059814453125,38.151500000000006,779631.3625001344,0,0,0,0,0,0,0,0,0,0,0,
2072,447.2380256425767,24.423785714285714,2031448.4101563282,0,0,0,1.7895738309687518E7,9131286.207500156,4.8539964179062605E7,9038047.572812555,0,2869198.780937496,0,2.1403840555000186E7,
2073,477.3224218359821,20.648999999999997,1589704.864843772,0,0,0,0,0,0,0,0,3562670.6012890437,0,3.3293701102343693E7,
2074,243.08713202422268,9.767055555555556,4061331.154437514,0,0,0,0,0,0,0,0,3.465149831029298E7,0,1.3755975854937473E7,
2075,419.2760467529297,29.262833333333333,1903343.9057812227,4719169.103750013,0,0,0,0,0,0,0,0,0,0,
2076,579.3670349121094,32.387166666666666,1941062.9468748926,0,0,0,0,0,0,5395142.790155952,0,0,0,0,
2077,291.0872708451336,13.364794444444447,442852.8255625216,0,0,0,0,0,3.457920379296568E8,0,0,0,0,1.8246135566176593E8,
2078,209.0447860227856,7.208512499999999,2858198.8493906413,9857260.164906254,0,0,0,0,2.3893611599578105E7,0,0,0,4.971045004270623E8,0,
2079,170.94334796689887,1.8973883333333332,797153.5856406277,2977641.258593752,6255248.5855234405,612564.4482968706,4956820.427513668,4647054.402349611,3246072.982307618,0,0,6510626.215781249,4005092.513921884,9393968.656187497,
2080,334.9999084472656,14.925966666666666,1811492.424218777,0,0,0,0,0,0,0,0,0,0,0,
2081,737.316650390625,25.575333333333333,1642409.037812551,0,0,0,0,0,0,0,0,0,0,0,
2082,325.0930684407552,14.255983333333333,1772392.7344844,0,0,0,0,0,0,0,0,1.3222155328937514E7,4329797.844359367,0,
2083,401.07890173709757,25.640305555555553,706801.8781250409,0,0,5.426272761406256E7,3753468.643906291,8648973.903749954,3278452.815429695,0,0,0,0,7863600.80828119,
2084,206.08149210611978,10.525516666666666,2217851.092156235,2.646375489429685E7,0,0,0,0,0,0,0,0,0,5.725236444593749E7,
2085,243.08699381510417,10.940458333333334,1612766.6895780964,0,0,0,0,0,0,0,0,1.6952663608042974E7,0,0,
2086,349.20189220462674,12.773770833333334,1562073.1092187145,4265631.336218779,0,0,0,0,0,0,0,5.621210942741557E8,0,2.983287901975778E7,
2087,339.1448721681183,14.680120833333334,1612356.3345156272,2153262.893578148,0,0,0,0,0,0,0,3654394.9465780817,4069344.266869159,0,
2088,231.96707153320312,2.5991833333333334,571169.9366562535,2355365.7236562506,0,0,0,0,0,0,0,0,0,0,
2089,239.05895233998254,34.36761111111111,456026.2089061919,0,4389598.024999903,2.928498691783189E7,0,0,0,0,0,0,0,0,
2090,594.3955688476562,32.1045,453375.5334374465,0,0,0,0,0,0,0,0,0,0,0,
2091,104.95255145146129,1.898818181818182,752956.9702812512,3489551.833707032,3759607.533703123,565221.5425468737,4234812.288504879,4233925.120460938,3860123.1541992137,0,1376272.0818554678,6650311.772843752,3746788.2344375025,1.0287196985062491E7,
2092,385.1865978185323,20.477933333333333,6.852733354834437E9,4.766296189167339E9,0,0,0,0,0,8.290369703718747E7,0,7.812835894140628E7,0,1.3982797657606251E9,
2093,401.1787023974645,13.567172222222224,0,7.132922722155007E8,0,0,0,0,0,0,0,9770924.768624974,0,2.0767795296475005E8,
2094,355.1761658056821,15.985116666666668,2.241266912957046E7,8.624032080628116E8,0,0,0,5533242.177328143,3933918.336460952,0,0,3.9659116377656184E7,1.501665909223426E7,4.504575200546882E7,
2095,707.3284149169922,14.120866666666666,0,5.403679351917499E8,0,0,0,0,0,0,0,0,0,2.3438204146375068E7,
2096,183.0653533935547,6.766566666666667,0,1.4295170997909992E9,0,0,0,0,0,0,0,0,3.7732475202046834E7,0,
2097,507.2604522705078,16.92638888888889,0,3.601100601181267E8,0,0,0,0,0,0,0,6.021759382156252E7,0,2.0799509404499996E8,
