row ID,row m/z,row retention time,NEG_Cas11.mzXML Peak area,NEG_Cas13.mzXML Peak area,NEG_Cas24.mzXML Peak area,NEG_Cas3.mzXML Peak area,NEG_Cas4.mzXML Peak area,NEG_Cas5.mzXML Peak area,NEG_Cas6.mzXML Peak area,NEG_Extrait2hexane.mzXML Peak area,NEG_YSBlanc_MSMS.mzXML Peak area,NEG_YSC4-512CCP6P_MSMS.mzXML Peak area,NEG_YSC410MCP6P_MSMS.mzXML Peak area,NEG_YSC511MCP6P_MSMS.mzXML Peak area,
22,224.09210205078125,11.315323333333334,1.2969440966386244E9,4547908.052531279,0,0,0,0,0,0,0,7.012529422387497E7,4.1875010619781256E7,3.2373713719031222E7,
23,421.1631774902344,20.122700000000002,6.643090839392186E8,4.829377661437511E7,0,0,0,0,0,2.765620257656247E7,0,8076399.578593774,0,5.48438127281875E8,
24,445.2235993769262,18.423952380952382,1.2345269737096903E9,5502474.75375005,0,0,0,5978689.3006250495,1.0198143275562496E8,1.7496147315000005E7,0,1.4391357831562525E7,0,1.0029170371140634E8,
25,311.1499244326637,18.860309523809526,4.848624671925006E8,1.9782287619062416E7,0,0,0,0,84750.82687507619,8650040.628437428,0,6.98539254993754E7,2.6293091965312418E7,90558.57937508143,
26,237.03990681966147,15.556263888888891,6.70107584415063E8,5.633959915652503E8,0,0,0,9932111.79226561,4.460809928249992E7,6.4814748494906284E7,0,0,0,1.917727360228124E7,
27,201.11256594251802,12.495133333333333,7.050884163682507E8,1.9597805967906225E7,0,1.7041439327964374E8,7.50725949146895E7,6.317122752697661E7,7.491471853752342E7,4465418.260843746,0,5.865746111351241E8,0,1.77169837247047E9,
28,269.2118779962713,28.61133333333333,5.52923141294999E8,2.3821718451312476E8,4.1408719674843825E7,7.373737250531246E7,3.5625023802875036E8,2.687356021016874E9,8.133762733003428E9,1.3260301057990604E10,0,2.923640646312513E7,1.9000298713437464E7,2.1387362583281115E7,
29,225.03990173339844,11.052299999999997,6.480457762953125E8,9.836372261493752E8,0,0,0,0,2042676.8225468665,1.894453883381253E7,0,4.669658751310933E8,2.2342542039865603E9,0,
30,347.1861267089844,16.6103,4.041871660529998E8,0,0,0,0,0,0,1.553685119881248E7,0,4.046613635513748E8,0,1.1261988117873194E9,
31,417.19203999837237,17.333708333333334,4.6391306682687443E8,2195234.329609411,0,0,0,0,0,1.273882517749995E7,0,0,0,2.5565481959374886E7,
32,339.1807389512265,20.948238095238093,6.617420522021875E8,1.6800130276718695E7,0,0,0,1.6064875534873042E7,1.115036536062493E7,1.4281781026406246E8,0,4.5463210039687656E7,0,4.6480930023624957E8,
33,459.2379675148671,24.202354166666666,3.657625589696867E8,2337288.9581250325,0,0,5231863.888320311,2.182183761449213E7,5.4070763980390705E7,4.112167406484361E7,0,9022035.266738305,0,1.8365753070210952E8,
34,267.08644220802626,14.005446666666666,6.847953075925008E8,0,0,0,0,4637427.929226577,0,0,0,1.3634139344687339E7,9.239066502335949E7,6723491.815859375,
35,275.032564608256,12.728127777777779,5.872905382086248E8,1.0392367622624952E7,0,0,0,0,0,0,0,0,8091113.6736210985,0,
36,250.14441299438477,26.838222222222218,4.0402239052968776E8,5.705744934789062E8,9.276764268903137E8,6.498948110628126E8,5.867708180028136E8,5.361394765371875E8,3.058443709728127E8,4.4293227565515625E8,2.5549532196093738E7,8.714597573093754E7,8.949016995125003E7,3.923985833093744E7,
37,321.20689697265624,15.463213333333334,3.3407589733118755E8,2.856145525259372E7,0,0,0,0,0,7843345.188765648,0,1.0294262462243746E8,0,1.5597077282240626E8,
38,259.09722900390625,18.197499999999998,3.2405580226437414E8,1.6521970252218765E8,0,1.498441417984369E7,8.482688725312488E7,1.247072380192498E9,5.848173240309055E9,1.264671982344375E9,0,8.036327490871854E8,0,2.9001768460031285E9,
39,329.2329153468289,19.99443939393939,3.0099608236999834E8,5017435.230390619,0,7671572.65859373,1.3159649297343733E7,9.96713974261329E7,1.3148950598124969E8,9.80236699849218E7,1.232329236609375E7,1.6012377448789086E7,2.69409564815E8,9098024.674375145,
40,112.98427418318033,1.836148611111111,2.96411561636625E8,3.0996178653049994E8,3.621637146225E8,2.9973364697737503E8,3.093937745112499E8,3.428023192361249E8,3.20380794962375E8,2.786516136005001E8,3.1678270729468755E7,1.9191852366146877E8,1.9279980064934385E8,1.7401809489365625E8,
41,323.14974204148854,18.345166666666668,2.8673624840187514E8,3676337.9171875683,0,0,7004603.213593769,3418275.906328147,5236892.870312537,0,0,5018719.754687532,6223187.857968742,0,
42,428.17424560546874,20.861833333333333,2.5074319334531176E8,7160230.741249947,0,0,0,0,0,2843611.8492968767,0,0,0,0,
43,170.98440143649307,16.506984848484848,9154438.021125056,2.6841569295581274E9,3.933217774501685E9,1.0471886780337512E8,9.825646129913781E8,7.234650626815E8,2.724036745008122E8,8.821135114782473E8,0,6589047.160156188,3.0430048068093702E7,1.5957238745312298E7,
44,429.227532280816,25.367962962962963,2.855841554812498E8,2.1839495842406234E8,0,2.4665435659687597E7,1.9357922168562508E8,2.938997500893121E9,5.066945986946874E9,4.45412384810375E9,0,6.209942641324992E8,0,3.1750963835600023E9,
45,217.1074848753033,12.037018181818183,1.0207524605890656E7,8.9582486777375E7,0,3.334788404175005E7,1.9276400092312515E7,6.686629919645311E7,5431229.168421868,2.0574203466717175E8,3210493.937876956,3.3328415652968694E7,1.3150524915859373E7,2.390658797973436E7,
46,375.15627083411584,20.968270833333335,8.943578973531235E8,1.0698355377687503E8,0,0,3190073.923437503,2296074.666562537,5480196.334062512,3.0866956387875056E8,0,4.379745418890632E7,0,2.360326917637495E8,
47,483.15067291259766,9.199975,3.9631942791550016E8,6.550343506426243E8,0,0,0,0,0,0,0,4.9814031763973373E8,1.7181622486506253E8,0,
48,339.1446520118464,17.457433333333334,2.9053196672250026E8,6013814.568749967,0,0,0,0,3056828.802265647,0,0,7270462.958281168,7490980.695390561,0,
49,239.05579444824627,12.568622222222222,2625812.672718738,1.2500096495156199E7,0,0,0,0,0,0,0,0,1.389832273673792E8,0,
50,243.050439453125,2.7835500000000004,3.0190419009403133E8,1.8645727717521572E9,1.421062464868748E7,0,3317754.0024531228,1404355.1053750026,2.111279594532813E7,6249048.495796876,0,5.494754834846878E8,3.591930216978499E9,4571433.593046877,
51,213.11249462340245,18.74240277777778,2.4658189807843733E8,1.3973342824406266E8,8176113.628593772,2.797276444137495E8,2.8165666168356204E9,1.2790237468958738E10,4.822083189282598E10,4.846552665808745E9,2.027130741904597E8,3.0275500441446224E10,2339698.8724999437,5.737879238537479E10,
52,367.21187591552734,24.544124999999998,2.492169491925006E8,9279243.88031257,0,0,0,0,0,0,0,1.7007517277343743E7,1.1230156158437489E7,0,
53,219.0769403462282,12.11841111111111,3.950041403823125E8,0,0,0,0,0,0,4940581.1140830135,0,0,3.582743062798435E7,0,
54,211.06052167496514,11.818693333333332,4.132705066726561E8,0,0,0,0,0,7947545.301677733,6429488.439465324,0,9.699184090640615E7,1.462394216398281E8,0,
55,229.10760566708655,12.875063888888889,2.0165217165131265E8,3.9714962277078146E8,0,1.725570601236137E7,0,0,7529800.857906266,0,0,9.632906550577436E9,0,4.626342917968846E10,
56,475.23432416650877,18.54125,3.4937029736624956E8,2.1729118133203182E7,0,0,0,0,0,0,0,9492800.0064062,0,5.060059800375045E7,
57,443.2433217366536,26.307555555555552,2.5132024456187496E8,2.0078870821312535E8,0,3.511080618796876E7,2.809439865137505E8,3.2863952008324966E9,5.360470700394997E9,4.49298045267999E9,0,3.542751415787513E8,0,1.9739373486449978E9,
58,316.94734525474115,1.835161111111111,1.6353103757568753E8,1.997925444316875E8,2.803994118946876E8,1.815291536111406E8,2.02331713099875E8,2.24296050696875E8,2.1002199725581253E8,1.3431483704421884E8,2640326.2665507807,1.802749001492188E8,1.7535368787181255E8,1.3920802906765625E8,
59,263.1285258987187,12.684491666666666,3.598092229022499E8,5785876.443687517,0,0,0,0,0,0,0,4.101254449562502E7,0,2.5144321818140644E8,
60,321.170556640625,23.7408,2.5084461007812488E8,3.0107627237187512E7,0,1.4565854317499943E7,8686341.188749969,4.5275179576375043E8,9.618649894000009E7,3.194171333265631E7,0,9.438672823781222E7,2.2573297441562492E7,2.9938652709656304E8,
61,345.1704969184343,16.033270833333333,2.39150558647937E8,0,0,0,0,0,0,3882452.1762226587,0,7.016147163871866E7,0,2.6769047605187514E8,
