row ID,row m/z,row retention time,POS_Cas11.mzXML Peak area,POS_Cas13.mzXML Peak area,POS_Cas24.mzXML Peak area,POS_Cas3.mzXML Peak area,POS_Cas4.mzXML Peak area,POS_Cas5.mzXML Peak area,POS_Cas6.mzXML Peak area,POS_Extrait2hexane.mzXML Peak area,POS_YSBlanc_MSMS.mzXML Peak area,POS_YSC4-512CCP6P_MSMS.mzXML Peak area,POS_YSC410MCP6P_MSMS.mzXML Peak area,POS_YSC511MCP6P_MSMS.mzXML Peak area,
3569,705.2108764648438,32.90808333333334,0,5366239.952812515,0,9271612.661875011,0,0,0,0,0,0,0,0,
3570,383.3123275756836,32.17825,0,5566981.609687463,2.838992805474994E8,5178639.886250275,3.868788315374964E7,9.83282884640627E7,1.016961852478754E9,1.530080817631249E8,0,2.698159816625008E7,1.826331062750011E7,2.9494097129375827E7,
3571,303.1584463177838,17.745444444444445,2.4519649207128964E7,4453272.490312458,0,0,0,0,0,0,0,0,0,1.8194326046484485E7,
3572,508.425180558206,32.07033333333333,0,4787420.499374908,7.477559665839857E7,0,0,0,0,3.52176519115627E7,0,0,0,0,
3573,209.15330691637294,20.311385185185184,0,5949697.232187514,1.4802392171246096E8,1.7697860812953085E8,1.909758056829689E8,1.4887802126164058E8,1.0072619171054694E8,2.6686188082859412E8,0,2887892.1093750526,0,9336768.630468734,
3574,440.1708984375,16.185208333333335,0,6239098.265812573,0,0,0,0,1.2470464655437583E7,0,0,0,0,0,
3575,393.3149104757339,29.622952380952377,7.403394766967578E8,5898212.098124988,0,0,0,4.3107338189453185E7,0,1.370641376757929E9,0,2.691583490200004E8,2.56565490746483E7,1.752034417476559E8,
3576,427.3202339992904,27.348694444444444,6.140070319328128E7,8332623.1006249515,0,0,0,0,0,3.288044562499972E7,0,1.6996593319668787E9,1.606280743562503E8,1.8304698878446836E9,
3577,314.3410914410547,27.467928571428576,6188956.583105451,3391208.252187381,1.2091768395312455E7,0,0,0,6083884.759921871,0,0,4.4010105441249914E7,1.5275599947812501E7,2.7148706760000035E7,
3578,477.32000732421875,20.65533333333333,0,4258512.844374953,0,0,0,0,0,0,0,0,0,0,
3579,562.4811401367188,34.87983333333333,0,6591003.3603123445,0,0,0,0,0,0,0,0,0,0,
3580,487.338623046875,31.8505,0,4912458.322499962,0,0,0,0,0,0,0,0,0,0,
3581,735.521728515625,28.833,0,7538640.005312503,3.6038296241062456E8,0,0,0,0,1.8662131994843796E8,0,0,0,0,
3582,377.3197256663073,37.905833333333334,7.27958951403908E7,7382217.59000037,0,0,0,1.5755000741105533E8,0,1.772282490968744E7,0,0,0,0,
3583,876.6234741210938,26.131833333333336,0,9007836.017187607,0,0,0,0,0,0,0,0,0,0,
3584,614.4059448242188,27.49816666666667,0,3956516.4053125517,0,0,0,0,0,3.1999386149374958E7,0,0,0,0,
3585,366.3205871582031,25.7955,0,7236991.348125074,0,0,0,0,0,0,0,0,0,0,
3586,512.3212280273438,20.0375,0,3792972.7837500186,0,0,0,0,0,0,0,0,0,0,
3587,352.304931640625,24.1535,0,1.0550057652812636E7,0,0,0,0,0,0,0,0,0,0,
3588,149.02314605016844,21.38746944444445,4.6730015350992125E8,5081271.962937476,3.1418898990156245E8,1.1797453241765623E8,3.121998885009373E8,6490746.720343777,2.5400043785125006E7,1.843633782048829E8,7.306514706003503E8,1.9745975564312536E8,8.273378224820307E8,7.157066279440641E8,
3589,404.148681640625,17.011499999999998,0,7162998.982499844,0,0,0,0,0,0,0,0,1.7552443790937617E7,0,
3590,377.1569896939701,14.59595,3.789537015196297E7,5385613.85425008,0,0,0,0,0,0,0,0,0,0,
3591,344.1488037109375,11.768383333333333,0,4895361.956375002,0,0,0,0,0,0,0,0,0,0,
3592,236.03726196289062,11.768383333333333,0,5204722.557031299,0,0,0,0,0,0,0,0,0,0,
3593,603.4031372070312,32.07866666666667,0,3877370.8953126404,0,0,0,0,0,0,0,0,0,0,
3594,614.1788330078125,32.730666666666664,0,4151990.4268751303,0,0,0,0,0,0,0,0,0,0,
3595,271.08056640625,3.694866666666667,0,6358236.064000011,0,0,0,0,0,0,0,0,1.6082808100312497E7,0,
3596,603.4429728190104,30.51311111111111,0,6032162.76531264,7.328371552687488E7,0,0,0,0,4.551898544093756E7,0,0,0,0,
3597,702.3631591796875,24.944000000000003,0,3695562.4631249905,0,0,0,0,0,0,0,0,0,0,
3598,158.05991552556463,3.3834999999999997,4.544535540639653E7,6282285.973562501,0,0,0,0,0,3.8458711967312485E7,0,0,0,0,
3599,167.1064749825573,15.456535714285712,1.5643139674333614E8,5068420.808562553,0,7.842799648893367E7,0,1.4987029835205102E8,3.7992458249235123E8,0,0,9.024144053827823E8,0,1.2170641753067317E9,
3600,463.2680969238281,17.674666666666667,0,5061967.755000022,0,0,0,0,0,0,0,5351045.841875053,0,4.849314885999974E7,
3601,497.46690368652344,33.67408333333333,0,7058651.780625091,0,0,1.9734733416250233E7,0,0,0,0,1.6510393163438037E7,0,5.328176476874994E7,
3602,474.34678649902344,25.496666666666666,0,1.0189712833749738E7,0,0,0,0,0,2.571999152281225E7,0,0,0,0,
3603,519.2579345703125,18.1755,0,4410755.952187491,0,0,0,0,0,0,0,0,0,0,
3604,457.2212425619159,19.8095,2.0780270596523473E8,5014395.012187459,0,0,0,0,0,0,0,0,0,1379612.8209374237,
3605,255.94375647152992,38.015424242424245,0,1526640.1531249562,6092619.074003906,5002703.459902179,4493723.472948921,2155919.003750059,4349834.32433582,5880314.418710785,4.95687075037508E7,3.672309543249953E7,3.76843489387506E7,3.583847405187663E7,
3606,779.5109252929688,24.770500000000002,0,7200024.205625063,0,0,0,0,0,0,0,0,0,0,
3607,866.501953125,24.9405,0,3324070.8337500505,0,0,0,0,0,0,0,0,0,0,
3608,179.1191864013672,22.161833333333334,0,3365419.89031247,0,0,0,0,0,0,0,0,0,0,
3609,536.1276550292969,3.8278,0,4075065.699062498,0,0,0,0,0,0,0,0,2.4632691323999997E7,0,
3610,423.23663330078125,15.533,0,3499515.9515625536,0,0,0,0,0,0,0,0,0,0,
3611,649.2997436523438,21.834166666666665,0,3688618.3943751547,0,0,0,0,0,0,0,0,0,0,
3612,175.14791870117188,15.000766666666667,0,4529791.021406274,0,0,0,0,0,0,0,0,0,1.1148234178968692E7,
3613,199.1802376847457,42.11387500000001,1.0081708041416033E8,1.163518985249997E7,1.303565271500014E7,7722622.470781365,1.6911095801873922E7,2.2427760924375243E7,1.9985618658125155E7,2.398690916093719E7,0,0,0,0,
3614,319.1529179645291,19.525124999999996,0,5158653.187812516,0,0,0,0,2.0186075817917973E8,1.2164178347265687E7,0,2.329144955031246E7,0,0,
3615,174.11226536245908,10.587266666666666,0,4818279.932375067,0,0,0,0,0,0,8977621.13045606,0,0,0,
3616,197.0442352294922,10.480883333333333,0,5169307.067843773,0,0,0,0,0,0,0,0,0,0,
3617,323.1845094003985,17.348,4.129951907964841E7,3638528.433437519,0,0,0,0,4.243830265781248E7,0,0,0,0,0,
3618,361.3304473876953,32.18098333333334,0,4519831.060000154,1.4237276316812485E8,4446312.095624784,2.7105002982499797E7,1.1454411806562467E8,8.786119664437534E8,9.124990178031306E7,0,1.5778105274375176E7,1.1048135016250048E7,2.0142426099375416E7,
3619,569.388671875,20.556500000000003,0,6427902.929999987,0,0,0,0,0,0,0,0,0,0,
3620,265.10431397266876,19.668,0,3663719.1771875056,0,0,0,0,4.329443949214845E7,0,0,0,0,0,
3621,385.2007659109015,26.32133333333333,0,3273027.9765626863,0,0,0,3185042.5581252133,0,0,0,0,0,552551.6931249672,
3622,670.2401123046875,35.646499999999996,0,3767052.7675002674,0,0,0,0,0,0,0,0,0,0,
3623,445.3314748618879,30.061500000000002,5.002045859999991E7,3225771.5006250697,0,0,0,0,0,1.3892669224062428E7,0,1.899709118317163E8,0,1.5742259262812484E7,
3624,239.20014240539152,16.34761111111111,5.791052958132034E7,3296304.14162511,0,0,0,0,0,0,0,0,0,1.847723474787476E7,
3625,223.14787486434486,15.606205555555556,0,3366808.3626874844,0,0,0,0,0,0,0,8727343.339500079,0,1.5783519242546454E8,
3626,152.08173370361328,2.5885166666666666,0,8135846.732843773,0,0,0,0,0,0,0,0,0,0,
3627,659.2237088223776,33.04952380952381,6007188.2341015935,5199112.285000154,1.3187821041874876E7,7324260.405195243,6339183.154433496,0,6841069.66759768,3103310.8362500025,0,0,0,0,
3628,658.5089416503906,27.14611111111111,0,4696214.819999894,2.5377088338812536E8,0,0,0,0,1.562251984775003E8,0,0,0,0,
3629,228.19546508789062,21.20133333333333,0,3701343.3893750333,0,0,0,0,0,0,0,0,0,0,
3630,253.1043701171875,11.945038888888888,0,4761680.606124898,0,0,0,0,0,0,0,9.550501796505E8,0,1.284590117587499E7,
3631,161.07081604003906,4.96315,0,9526276.210718736,0,0,0,0,0,0,0,0,0,0,
3632,185.11482417122033,5.104094444444445,0,4696765.027937502,3258227.7609999934,3822239.9507499975,4.397803047695244E8,5274368.6706875,3452633.7450625,0,0,0,0,0,
3633,197.12816796976884,13.063366666666667,0,4106078.440687419,0,0,0,0,0,0,0,0,3.080732329824065E8,0,
3634,375.3041342364818,32.56111111111111,1.6526121753550822E8,3239260.2734374343,0,0,0,8481691.036874922,3.914866443460935E7,1.0511004660320285E8,0,3698719.353125573,0,0,
3635,324.2738342285156,21.699666666666666,0,3946715.4937500777,0,0,0,0,0,0,0,0,0,0,
3636,553.2999877929688,18.460500000000003,0,3943601.998125043,0,0,0,0,0,0,0,0,0,0,
3637,359.2573547363281,24.546666666666667,0,3758751.81500003,0,0,0,0,0,0,0,0,0,0,
3638,304.2127990722656,16.491433333333333,0,3209621.6879374613,0,0,0,0,0,0,0,0,0,0,
3639,239.05462265014648,2.6844416666666664,0,1.6874296626281288E7,0,0,0,0,0,0,0,0,5.263647995668752E7,0,
3640,399.27349853515625,19.529833333333332,0,4659370.328750006,0,0,0,0,0,0,0,0,0,0,
3641,409.36965022175053,30.582523809523813,0,5755525.814374969,1.1765891375953075E8,0,0,0,2.5325622334749973E8,6.703576245078173E7,0,2926428.480000229,1.190068136203125E7,359796.2918751722,
3642,461.32493481750623,27.00076666666667,1.573601990225781E8,5420508.886250225,0,0,0,0,0,1.284278681390616E7,0,2.105656973624999E7,0,4.630759952484361E7,
3643,500.37840779622394,17.510499999999997,0,7630828.300312592,0,0,0,0,0,2.1945128705937434E7,2.1036473543124937E7,0,0,0,
3644,301.21577405688004,20.132777777777775,0,3705116.410937498,0,0,0,0,0,0,0,1.1387349179765612E7,0,857524.1540625311,
3645,271.20496139753294,15.58916111111111,0,3320721.973093739,0,0,0,0,0,0,0,4.357624051718907E8,0,3.850474229191261E8,
3646,342.2629852294922,25.074416666666664,0,5897475.875625047,0,0,0,0,0,0,0,0,3484513.3312499505,0,
3647,717.5479125976562,35.29461111111111,0,8545762.06562498,1.557492231856256E8,0,0,0,0,7.225534848312505E7,0,0,0,0,
3648,890.6759033203125,30.01222222222222,0,7600519.574999853,2.6028561094937518E8,0,0,0,0,1.2138959306812459E8,0,0,0,0,
3649,331.2262878417969,18.439,0,3485661.3371874713,0,0,0,0,0,0,0,0,0,0,
3650,289.2157041393661,15.220483333333334,0,3691765.4815625204,0,0,0,0,0,0,0,2.3426630279820284E8,0,6.735568140081867E8,
3651,221.04412841796875,2.713991666666667,0,1.4666663137843732E7,0,0,0,0,0,0,0,0,4.6927945723187506E7,0,
3652,191.0335240681966,2.777733333333334,0,3530888.6430625077,0,0,0,0,0,0,0,9156069.78303223,5.2025933413937494E7,0,
3653,405.1895363916627,15.427800000000001,0,1.2967675916343797E7,0,0,0,0,0,0,0,1.1485380080606242E8,0,0,
3654,201.08671951293945,2.4889083333333333,0,7387162.341937498,0,0,0,0,0,0,5297590.322249989,5485036.336312517,1.001485741343751E7,0,
3655,699.48779296875,23.81433333333333,0,6688118.587187587,0,0,0,0,0,0,0,0,0,0,
3656,233.08062744140625,11.477716666666668,0,3969810.3417813145,0,0,0,0,0,0,0,0,0,0,
3657,473.288873042931,21.308555555555557,9.596891966796854E7,4249887.128124986,0,0,0,0,0,0,0,0,0,1.3701866609374877E7,
3658,377.31963523001684,36.67338095238095,1.1021594436562507E8,7369467.288125065,0,1.1404698703906175E7,6.905876096255884E7,2.08691716302852E8,6.44051197519333E7,3190531.7324994784,0,0,0,0,
3659,176.11022186279297,15.252400000000002,0,4393489.1906249635,0,0,0,0,5111877.79793749,0,0,0,0,0,
3660,311.0730667114258,2.7802333333333333,0,4497506.8290624935,0,0,0,0,0,0,0,0,8.240094529953124E7,0,
3661,315.1773376464844,16.07689166666667,0,3470473.491812448,0,0,0,0,9674557.437312452,0,0,0,0,0,
3662,455.2789194392062,17.856444444444442,0,6476471.627812434,0,0,0,0,0,0,0,6833880.980312442,0,3.986047705671886E7,
3663,208.0966339111328,13.3782,0,4399089.425562529,0,0,0,0,0,0,0,0,0,0,
3664,261.1114929965104,24.208111111111116,1.965325926644141E8,5384967.444375007,0,1.5075664929179758E7,1.0193959150371076E8,2.057834676062513E7,1.6438610942985834E10,1.7226679583455627E10,0,5.547283376740444E9,0,4.871340008560835E10,
3665,309.2053954631687,21.31831481481482,0,3178487.090937581,0,2.2976397698437485E8,1.3611527338124901E7,7.621314220271094E8,9.238954850559359E8,8.150211706471118E8,0,4.3175811351796955E7,3.773217134312492E7,2.5711812337593725E8,
3666,321.09393310546875,10.470016666666668,0,4117575.4690000513,0,0,0,0,0,0,0,0,0,0,
3667,363.1791330410253,14.119911111111113,0,4431277.970687621,0,0,0,0,0,0,0,6.852993844056247E7,0,7.410546741545318E7,
3668,603.4218139648438,33.141666666666666,0,3163905.842812539,0,0,0,0,0,0,0,0,0,0,
3669,483.3076171875,22.5195,0,3169413.4543750957,0,0,0,0,0,0,0,0,0,0,
3670,423.2888605293449,17.116722222222222,0,5362629.137500239,0,0,0,0,0,0,0,2.7244105237187517E8,0,6.633171365452486E8,
3671,174.0635986328125,2.4822166666666665,0,6577972.004250006,0,0,0,0,0,0,0,0,0,0,
3672,371.184814453125,22.140333333333334,0,3611215.706875019,0,0,0,0,0,0,0,0,0,0,
3673,265.1430358886719,7.174,0,9393704.962250007,0,0,0,0,0,0,0,0,0,0,
3674,160.0966033935547,10.688825000000001,0,3998907.859218765,0,0,0,0,0,0,7606299.373937516,0,0,0,
3675,317.06756591796875,10.984033333333334,0,4477412.1990936585,0,0,0,0,0,0,0,0,0,0,
3676,159.96965609294614,41.38275,1.2360312832685557E8,1.805863677406223E7,0,0,0,0,0,0,0,0,0,0,
3677,150.11232376098633,1.8995041666666665,0,3517863.055843745,1.043497198712501E7,0,0,0,0,0,0,4447434.672937497,0,4269502.910125003,
3678,475.23184395256914,20.718722222222222,5.0383245921640724E7,4200105.187187504,0,0,0,0,0,0,0,0,0,5.4893075110937744E7,
3679,262.11812541429794,36.845166666666664,3.498695789652734E8,5827003.590312374,9506699.666562174,1.898243621875013E7,3.1654755151792914E8,3.7266849496219724E8,3.4473536478279567E8,7.208906485029689E8,2.848854295895682E8,3.055794744823798E8,2.862300040525554E8,2.9489368588566566E8,
3680,191.08110885981344,13.519150000000002,0,3648854.471437441,0,0,0,0,0,0,3.576837515658281E8,0,433366.8625312258,0,
3681,761.5711975097656,35.042611111111114,0,8647924.986250065,1.6786165155062467E8,0,0,0,0,6301957.304375401,0,0,0,0,
3682,311.2209407668671,16.401162499999998,1.5337711074650362E7,3748422.012250092,0,0,0,0,0,0,0,3.0333602445637476E8,0,3.4765090191682833E8,
3683,411.32501220703125,22.441833333333335,0,3718174.7725000507,0,0,0,0,0,1.491460321375001E8,0,0,0,0,
3684,455.27802880605066,20.782833333333333,0,4329108.085625,0,0,0,0,0,0,0,0,0,1.7117593840078246E7,
3685,453.3050231933594,18.243666666666666,0,5691619.358750074,0,0,0,0,0,0,0,0,0,0,
3686,445.32664266733025,24.554583333333333,0,5419396.888437737,0,0,0,0,0,4.6436775055312715E7,0,0,0,0,
3687,289.1795349121094,20.308333333333337,0,1193103.3565625376,0,0,0,0,0,0,0,1.872876859062487E7,0,5.66293796825003E7,
3688,415.3021748860677,26.079166666666666,0,3631592.527812519,3.190203659375002E7,0,0,0,0,1.9229914402187567E7,0,0,0,0,
3689,357.2604675292969,24.149833333333333,0,7749527.31468756,0,0,0,0,0,0,0,0,0,0,
3690,255.15675331604442,17.72122592592593,9.125185465354702E7,6365171.115687435,6.867942242885764E8,4.763152999265631E8,5.309850746034066E8,4.55470437808641E8,1.6182045819557804E8,5.412149156266478E8,7.192241168414833E7,0,0,0,
3691,183.10143357243814,11.835633333333334,0,6745566.580656284,0,0,0,1.6579865828065813E8,3.0474419737098217E8,0,0,0,0,2.2641917711847627E8,
3692,190.08596801757812,2.1036833333333336,0,5491053.039750014,0,0,0,0,0,0,0,0,0,0,
3693,483.3520089608652,17.48575,0,5105236.600937625,1.4859407790576134E7,0,0,0,0,2.7230588386874948E7,1.6553271474999957E7,0,0,0,
3694,171.13806836050412,40.580708333333334,1.5027110564691427E8,9368948.141249912,3.3909693867812365E7,1.2833662011070329E8,1.7438559754625025E8,2.2314018882468742E8,4.077301028718769E7,3.639212374531236E7,2.894487999871876E8,3.3612326132468814E8,2.893253597625001E8,3.7868941098781294E8,
3695,368.0771789550781,12.68595,0,3349010.8801562414,0,0,0,0,0,0,0,0,0,0,
3696,367.2089117350189,16.907233333333334,4.2927142974874996E7,3317289.4681249997,0,0,0,0,0,0,0,6.597992839624984E7,0,2.8070609802906334E7,
3697,210.11095428466797,13.042416666666666,0,3284942.190093725,0,0,0,0,0,0,928485.4634999817,0,0,0,
3698,463.34068298339844,22.909875,0,3235761.4040625077,0,0,0,0,0,3.024387173906263E7,0,6741487.8087499775,0,3639536.5684373938,
3699,441.3542998539788,32.955851851851854,5375717.587324072,5476334.356562647,3.82915113686251E8,0,1.0011414323437301E7,5.856875005031237E7,2.3682749548500013E8,1.9900409672937435E8,0,3792501.766249449,0,1.0949183319062445E7,
3700,454.37295452960126,25.92320833333333,0,3469506.4987500305,3.1102979636250157E7,0,0,0,0,2.1842584670937438E7,6258589.634570315,0,0,0,
3701,307.24749755859375,21.696166666666667,0,3138498.525937462,0,0,0,0,0,0,0,0,0,0,
3702,208.6144561767578,13.403266666666667,0,3025986.4113437473,0,0,0,0,0,0,0,0,0,0,
3703,401.1222674552537,14.863966666666665,2.7910313821457E7,4094149.687625115,0,0,0,0,0,0,0,0,1.771136081162492E7,0,
3704,760.199445452009,35.16990476190476,0,5625255.139062409,0,9399333.462500095,0,0,0,3.055097926500007E7,3.611226818249937E7,1.2832570653749924E7,3.77799303840628E7,2.0572610133750163E7,
3705,209.08046507378864,41.734208333333335,4.535799033534381E8,5547229.145312454,0,0,0,0,0,0,2.3057847130187464E8,7.006148304362483E8,0,0,
3706,771.4954536572284,30.13726666666667,0,1173560.649375039,0,3.2042210492187507E7,1.2036871366562406E7,932189.7571873622,5.059378189406231E7,0,0,0,0,0,
3707,302.1382141113281,4.822900000000001,0,5374132.204812501,0,0,0,0,0,0,0,0,0,0,
3708,207.07383728027344,2.2361500000000003,0,5283154.161531243,0,0,0,0,0,0,0,0,0,0,
3709,243.15667893109207,13.740241666666666,0,1148242.171624952,0,0,0,0,1.7589539105560526E7,0,0,1.722410157393747E7,0,1.9681586532500003E7,
3710,742.5660400390625,32.49333333333333,0,3277075.2856248436,0,0,0,0,0,0,0,0,0,0,
3711,335.2783660888672,24.157333333333334,0,6307926.5037498865,0,0,0,0,0,0,0,0,0,0,
3712,237.07480531376777,10.120672222222224,0,4310393.601999985,0,0,0,0,0,0,0,0,5459181.901499954,2.3514564238191415E7,
3713,158.002681187221,38.61161904761905,0,1.9388549382188242E7,4.828051143999979E7,3.500375562281256E7,4.409290928312519E7,3.8744613254062675E7,4.420420291625026E7,4.818550604624993E7,0,0,0,0,
3714,136.02140361305857,0.764925,0,7163768.021468754,0,6.789119805664759E8,0,0,0,0,0,0,0,0,
3715,239.11519757142753,1.9866222222222223,0,926383.7849375097,0,3073418.9825624954,7028861.4557138635,0,6993250.414499999,8077946.341182613,6684787.680914062,0,0,0,
3716,639.3854660228042,21.132277777777777,0,1135224.6459375287,0,0,0,0,0,0,0,1.6037884244992104E8,7.071316916421883E7,0,
3717,213.15935516357422,12.867433333333334,0,887788.0717499673,0,0,0,0,0,0,2.3458232789112455E8,0,0,0,
3718,167.03364933161413,4.723466666666667,0,3831819.1906562606,0,0,0,0,0,0,0,3.011256574484338E8,1.1725770505246869E8,0,
3719,361.1383463541667,17.838083333333334,0,900632.0974998992,2.0045865759062562E7,3.1158301722499974E7,8211660.4759375295,7564315.391562548,9591911.801875044,0,0,0,0,0,
3720,140.00174560546876,1.7292650000000003,0,1124381.9978750027,7121804.176562498,0,5973473.4123749975,5314714.525656256,8164411.5474999985,1.1734383276625E7,2.207759383042812E8,2.30920180754375E7,1.4059918697812501E7,3.0773357828624994E7,
3721,141.95853169759116,42.48444444444444,0,879149.1362501336,1661846.500937527,490740.99374974833,0,0,0,0,0,0,0,0,
3722,271.26258850097656,43.17158333333333,0,0,7.28186682064996E8,0,0,7.487477027599887E8,0,0,0,0,0,0,
3723,271.26257263758134,44.20856060606061,4.610853784920009E9,1.5439165140002348E7,1.2265300551000116E9,1.7961399293600125E9,0,8.668770854499878E8,2.797171423400008E9,5.431614036999972E8,1.33688378712002E9,2.3508191008399754E9,8.689958494799907E8,1.314857153519994E9,
3724,415.3886947631836,26.183833333333332,0,0,6.348286671931252E8,0,0,0,0,7240950.774374813,0,0,0,0,
3725,397.37811279296875,26.553166666666666,0,0,5.70545529576875E8,0,0,0,0,0,0,0,0,0,
3726,459.4147491455078,26.119166666666665,0,0,5.373399068274992E8,0,0,0,0,5035567.027499912,0,0,0,0,
3727,296.2576909259529,25.085222222222217,8.123990640932584E8,5.854743479934382E8,7.063074921899986E8,8.905160002059383E8,7.238626047653112E8,6.887626955168735E8,8.059130586971903E8,8.235886336206237E8,5.154921644625039E7,1.576990312675998E10,3.982318357610003E9,4.242990165415999E10,
3728,489.31207275390625,34.04593333333334,0,0,2.6671343694999942E8,0,0,0,0,7781953.889062274,0,1.4699008419687157E7,4434914.921249999,2.308235146375037E7,
3729,371.36248779296875,26.411,0,0,2.4916044228187525E8,0,0,0,0,0,0,0,0,0,
3730,387.3573913574219,23.899333333333335,0,0,2.5280347280937484E8,0,0,0,0,0,0,0,0,0,
3731,376.3183135986328,28.597958333333334,0,0,4.679487025843772E7,0,0,0,0,0,0,2.0555906620624978E7,1.7733746533750143E7,7951960.880937589,
3732,369.3468933105469,24.316333333333333,0,0,2.2347071424562517E8,0,0,0,0,0,0,0,0,0,
3733,534.3709309895834,34.00683333333333,0,0,2.6275215469187403E8,3796846.4449995165,0,0,0,1.5111332026250286E7,0,0,0,0,
3734,431.38372802734375,23.844833333333334,0,0,2.2539159630250028E8,0,0,0,0,0,0,0,0,0,
3735,281.26630064762975,29.36115277777778,8.013390530468722E7,2.6163262920664153E8,2.2045749447500134E8,2.1858429643742156E8,2.1789081274593753E8,9.288856448257726E7,2.2310193972820285E8,2.3872651350796962E8,8276118.739062545,1.101093967328746E9,3.0510534274999774E8,8.003298513406281E8,
3736,346.3307800292969,22.629416666666668,0,0,1.566065249418751E8,0,0,0,0,0,0,1.247882654937475E7,3702349.772500033,1.0896495639999984E7,
3737,272.26585939127517,0.9112541666666666,3.598215528532971E8,1.4609790484499967E7,3.437136978225003E7,2.3969425359437492E8,2.6760734883499998E8,7.802452131900088E8,9.743540234594071E7,2.179001131200013E7,1.293416410065E8,2.3370486144022852E8,1.5470309875400004E8,1.9600938905404096E9,
3738,677.4796495225695,28.107166666666668,0,1.3734030417890592E7,3.1404942688687515E8,0,0,0,0,1.692861762637504E8,0,0,0,0,
3739,511.29427471160886,34.054500000000004,0,0,1.739203792075E8,0,0,0,0,5477730.085312296,0,1.2403919919374509E7,6207830.206054758,9491254.584687449,
3740,793.5634522614655,29.581833333333332,0,1.2637946262695257E7,3.110071489662506E8,0,0,0,0,1.4634594184187475E8,0,0,0,0,
3741,411.3442678451538,34.42186111111111,0,0,2.9155060045374924E8,0,1.2335674949375E7,1.1873705700187494E8,5.137470151799981E8,1.5101043028187516E8,0,0,0,4502601.251718763,
3742,299.2937469482422,43.17158333333333,0,0,1.2354733472999962E8,0,0,1.2608657682499848E8,0,0,0,0,0,0,
3743,779.5474068196614,28.55,0,1.103181241218758E7,2.7038855188062495E8,0,0,0,0,1.2437643184750009E8,0,0,0,0,
3744,299.29376731627065,44.19866666666667,6.902175691031268E8,3248782.005000449,2.0648407251000184E8,3.0283415605000204E8,0,1.4484888897499788E8,4.604531871800012E8,9.44680633349999E7,1.433043186025022E8,2.5588787153749713E8,9.272748066499865E7,1.4249220835749918E8,
3745,374.36210683186846,24.983833333333337,0,0,1.2580451024749969E8,0,0,0,0,0,0,8790173.395000076,5876156.56242188,5876543.260312487,
3746,440.35750297110525,25.022033333333333,0,7617264.153808504,1.41379967261875E8,0,0,0,6763725.4859375,1.081809633468748E8,3.5693297086875044E7,0,0,0,
3747,728.586026541525,33.27455555555556,0,1.9040252025752064E7,2.3560285841625085E8,0,0,0,0,1.052968120784368E8,0,0,0,0,
3748,611.4715008519805,28.389611111111112,0,1.2408713482343582E7,2.2969509208781204E8,0,0,0,0,1.3362105976375008E8,0,0,0,0,
3749,218.2111785888672,14.515353333333332,0,0,1.1536173832056247E8,0,0,0,0,1.0781443444312457E7,0,1.0411389601624997E7,3588232.072937488,8785791.516187387,
3750,837.5893249511719,29.279333333333334,0,0,2.2766756780500072E8,0,0,0,0,1.0874808240562503E8,0,0,0,0,
3751,758.5964096047124,31.498555555555555,0,5.280083384351551E7,2.1288224210750094E8,0,0,0,0,1.0530901598250006E8,0,0,0,0,
3752,250.16445922851562,1.9920333333333333,0,0,1.00749215144375E8,0,0,0,0,0,0,0,0,0,
3753,343.3304672241211,24.109375000000004,0,0,1.121007890712502E8,0,0,0,0,0,0,3.752859655750004E7,1.995446693812483E7,7.49894826187502E7,
3754,772.6132459384729,33.098166666666664,0,1.3423604011679744E7,2.0290520175624925E8,0,0,0,0,9.291482086875017E7,0,0,0,0,
3755,512.393798828125,25.970666666666666,0,0,1.0847469575656264E8,0,0,0,0,0,0,0,0,0,
3756,484.3834635416667,24.900388888888887,0,0,1.2039435730374973E8,0,0,0,0,9.242932974250038E7,3.1400484966875073E7,0,0,0,
3757,164.1279296875,1.8830333333333333,0,0,7.799756515699999E7,0,0,0,0,0,0,0,0,0,
3758,999.5986328125,34.00783333333333,0,0,7.589707974656197E7,0,0,0,0,0,0,0,0,0,
3759,807.5784606933594,30.582166666666666,0,0,2.3023653153125012E8,0,0,0,0,1.2501490381124985E8,0,0,0,0,
3760,575.4120658591942,27.638277777777777,0,1.0768599466523452E7,2.054919846012498E8,0,0,0,0,1.6786197293749964E8,0,0,0,0,
3761,506.3388977050781,34.018499999999996,0,0,1.1946295033812462E8,0,0,0,0,0,0,0,0,0,
3762,786.6287536621094,33.821333333333335,0,0,2.171923754531251E8,0,0,0,0,7.516186522562502E7,0,0,0,0,
3763,469.38555908203125,35.280625,0,0,2.3927250040125048E8,0,0,2.7939335257499997E7,1.4124266972499964E8,1.319151547131252E8,0,0,0,0,
3764,702.5351257324219,26.921916666666668,0,0,1.855067220718753E8,0,0,0,0,1.0225125581499986E8,0,0,0,0,
3765,823.5743103027344,28.313916666666664,0,0,1.921584399618745E8,0,0,0,0,9.007620101375021E7,0,0,0,0,
3766,741.5708221435547,30.92305555555556,0,1.0143049266718803E7,1.4858626388562506E8,0,0,0,0,9.52161209971877E7,0,0,0,0,
3767,860.6648726954604,31.251388888888886,0,1.377021206437501E7,2.0705622607749948E8,0,0,0,0,9.29405397606248E7,0,0,0,0,
