Index,mz,rt,TIC,charge,mgf_index,rule_points,status,status_universal,adduct_count,Adnotation,ion_mode,feature_id,cluster_id,ldb_ion_name,ldb_ion_mass,ldb_ion_rt,ldb_ion_adduct,ldb_ion_formula,ldb_ion_smiles,ldb_ion_inchi,ldb_ion_inchikey,ldb_ion_class,ldb_ion_instrument,ldb_ion_cos,ldb_ion_matches,ldb_ion_error_mDa,adduct,colotus_name,colotus_mass,colotus_error_mDa,colotus_smiles,colotus_inchi,colotus_inchikey,004_Acetylportentol
366,146.9647,16.35,631200.0,1,366.0,0,neg_cossingleton,cossingleton,0,,NEG,551.0,142,,,,,,,,,,,,,,,,,,,,,1806755.72
368,199.8503,504.129,135300.0,1,368.0,0,neg_cossingleton,cossingleton,0,,NEG,553.0,1,,,,,,,,,,,,,,,,,,,,,2782096.5730000003
378,309.1742,299.301,162400.0,1,378.0,0,neg_cossingleton,cossingleton,0,,NEG,569.0,123,,,,,,,,,,,,,,,,,,,,,496624.9235
384,198.8636,504.376,113100.0,1,384.0,0,neg_cossingleton,cossingleton,0,,NEG,581.0,1,,,,,,,,,,,,,,,,,,,,,1082487.48
396,353.1637,375.123,215700.0,1,396.0,0,neg_cossingleton,cossingleton,0,,NEG,601.0,28,,,,,,,,,,,,,,,,,,,,,157814.2958
403,965.1958,499.605,896300.0,-1,403.0,0,neg_adduct,adduct,0,[M-H]-,NEG,610.0,34,,,,,,,,,,,,,,,,,,,,,3275001.34
404,285.9086,533.228,181400.0,-1,404.0,1,neg_adduct,adduct,0,[M-H+HCOOH]-,NEG,611.0,66,,,,,,,,,,,,,,,,,,,,,3564573.96
409,218.809,15.875,117500.0,-1,409.0,0,neg_singleton,singleton,0,,NEG,624.0,-1,,,,,,,,,,,,,,,,,,,,,756642.3952
414,200.9241,502.586,459600.0,1,414.0,0,neg_cossingleton,cossingleton,0,,NEG,629.0,1,,,,,,,,,,,,,,,,,,,,,2035621.423
416,216.8087,15.785,72400.0,1,416.0,0,neg_singleton,singleton,0,,NEG,635.0,-1,,,,,,,,,,,,,,,,,,,,,644859.8145
418,129.9745,15.781,789100.0,1,418.0,0,neg_singleton,singleton,0,,NEG,639.0,-1,,,,,,,,,,,,,,,,,,,,,339097.9257
425,965.1973,479.89,312000.0,-1,425.0,0,neg_adduct,adduct,0,[M-H]-,NEG,648.0,115,,,,,,,,,,,,,,,,,,,,,1096594.513
427,195.0292,140.251,181400000.0,-1,427.0,0,neg_cossingleton,cossingleton,0,,NEG,651.0,123,,,,,,,,,,,,,,,,,,,,,2450316.768
429,164.9261,15.182,130800.0,1,429.0,0,neg_adduct,adduct,0,[M+Cl]-,NEG,653.0,10,,,,,,,,,,,,,,,,,,,,,785934.8551
434,1011.2023,498.629,550300.0,-1,434.0,0,neg_adduct,adduct,0,[M-H+HCOOH]-,NEG,661.0,34,,,,,,,,,,,,,,,,,,,,,1636028.7240000002
501,187.0967,105.018,318700.0,-1,501.0,0,neg_adduct,adduct,0,[M-H]-,NEG,743.0,120,,,,,,,,,,,,,,,,,,,,,7780260.932999999
507,243.1598,189.894,244300.0,1,507.0,0,neg_cossingleton,cossingleton,0,,NEG,750.0,104,,,,,,,,,,,,,,,,,,,,,4901534.141
515,146.9376,2.266,542600.0,1,515.0,0,neg_fragment,fragment,0,,NEG,763.0,30,,,,,,,,,,,,,,,,,,,,,7540684.551
524,173.0811,82.796,104300.0,1,524.0,0,neg_cossingleton,cossingleton,0,,NEG,774.0,120,,,,,,,,,,,,,,,,,,,,,2929678.52
536,320.8862,3.253,121100.0,-1,536.0,0,neg_precursor,precursor,0,,NEG,790.0,10,,,,,,,,,,,,,,,,,,,,,2966451.352
538,671.0999,432.45,270500.0,-1,538.0,0,neg_singleton,singleton,0,,NEG,792.0,-1,,,,,,,,,,,,,,,,,,,,,962072.8862
539,215.1283,149.22,87400.0,-1,539.0,0,neg_cossingleton,cossingleton,0,,NEG,793.0,120,,,,,,,,,,,,,,,,,,,,,906741.2661
562,274.2741,195.295,9868000.0,1,0.0,0,pos_cossingleton,cossingleton,0,,POS,2.0,57,,,,,,,,,,,,,,,,,,,,,92363027.71
563,184.9857,505.046,19007000.0,1,1.0,0,pos_adduct,adduct,0,[M+H]+,POS,3.0,9,,,,,,,,,,,,,,,,,,,,,39678457.18
564,776.234,439.832,17316000.0,1,2.0,0,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,7.0,73,,,,,,,,,,,,,,,,,,,,,14586230.31
565,327.0085,209.923,5175000.0,1,3.0,0,pos_cossingleton,cossingleton,0,,POS,12.0,124,,,,,,,,,,,,,,,,,,,,,35201353.04
566,852.2316,457.666,15601000.0,1,4.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,13.0,106,,,,,,,,,,,,,,,,,,,,,19981183.63
567,144.9823,509.816,8781800.0,1,5.0,0,pos_fragment,fragment,0,,POS,18.0,98,,,,,,,,,,,,,,,,,,,,,7674727.164
570,287.8888,513.32,2380600.0,1,8.0,0,pos_adduct,adduct,0,[M+H]+,POS,28.0,77,,,,,,,,,,,,,,,,,,,,,45130516.92
571,332.9167,505.59,963400.0,1,9.0,0,pos_cossingleton,cossingleton,0,,POS,32.0,56,,,,,,,,,,,,,,,,,,,,,4071431.828
574,145.1338,504.915,2810800.0,1,12.0,0,pos_cossingleton,cossingleton,0,,POS,37.0,165,,,,,,,,,,,,,,,,,,,,,3474707.6410000003
575,762.1805,437.891,773800.0,1,13.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,38.0,17,,,,,,,,,,,,,,,,,,,,,1549129.324
577,331.0023,209.539,1477600.0,1,15.0,0,pos_cossingleton,cossingleton,0,,POS,41.0,124,,,,,,,,,,,,,,,,,,,,,581030.0542
578,146.9804,509.652,3492300.0,1,16.0,0,pos_cossingleton,cossingleton,0,,POS,43.0,9,,,,,,,,,,,,,,,,,,,,,3538877.6780000003
579,143.9592,505.548,2567700.0,1,17.0,0,pos_fragment,fragment,0,,POS,46.0,9,,,,,,,,,,,,,,,,,,,,,3838371.243
581,912.1972,435.542,1085900.0,1,19.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,48.0,101,,,,,,,,,,,,,,,,,,,,,1438523.211
582,354.2852,238.194,1173200.0,1,20.0,0,pos_cossingleton,cossingleton,0,,POS,49.0,153,,,,,,,,,,,,,,,,,,,,,13284556.8
583,786.2537,465.603,49500.0,1,21.0,0,pos_singleton,singleton,0,,POS,50.0,-1,,,,,,,,,,,,,,,,,,,,,19421403.01
585,138.9954,509.247,1314600.0,1,23.0,0,pos_cossingleton,cossingleton,0,,POS,54.0,112,,,,,,,,,,,,,,,,,,,,,11998776.85
587,799.2485,465.842,720500.0,1,25.0,0,pos_singleton,singleton,0,,POS,58.0,-1,,,,,,,,,,,,,,,,,,,,,13422652.76
589,172.9772,16.839,2581300.0,1,27.0,0,pos_fragment,fragment,0,,POS,63.0,32,,,,,,,,,,,,,,,,,,,,,13028879.42
593,984.2378,500.747,1656600.0,1,31.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,72.0,34,,,,,,,,,,,,,,,,,,,,,4875787.744
594,201.0083,30.768,1612100.0,1,32.0,0,pos_cossingleton,cossingleton,0,,POS,76.0,112,,,,,,,,,,,,,,,,,,,,,8980083.596
595,880.2629,457.477,214100.0,1,33.0,0,pos_cossingleton,cossingleton,0,,POS,77.0,17,,,,,,,,,,,,,,,,,,,,,2892199.387
599,633.1496,399.992,1169200.0,1,37.0,0,pos_adduct,adduct,0,[M+Na]+,POS,82.0,6,,,,,,,,,,,,,,,,,,,,,1426810.767
602,485.1128,334.687,153000.0,1,40.0,0,pos_adduct,adduct,0,[M+Na]+,POS,86.0,16,,,,,,,,,,,,,,,,,,,,,2182483.341
604,183.0782,111.275,1805100.0,1,42.0,0,pos_cossingleton,cossingleton,0,,POS,90.0,124,,,,,,,,,,,,,,,,,,,,,6383523.136
605,612.2013,442.375,770300.0,1,43.0,0,pos_cossingleton,cossingleton,0,,POS,92.0,6,,,,,,,,,,,,,,,,,,,,,1042582.178
609,307.1882,238.241,170100.0,1,47.0,0,pos_singleton,singleton,0,,POS,103.0,-1,,,,,,,,,,,,,,,,,,,,,8109771.717999999
611,882.2608,457.407,93800.0,1,49.0,0,pos_singleton,singleton,0,,POS,105.0,-1,,,,,,,,,,,,,,,,,,,,,2242146.105
612,228.196,181.619,837900.0,1,50.0,7,pos_adduct,adduct,0,[3M+NH4]+,POS,107.0,19,,,,,,,,,,,,,,,,,,,,,7817430.555
613,207.1592,95.465,565700.0,1,51.0,0,pos_adduct,adduct,0,[M+H]+,POS,109.0,83,,,,,,,,,,,,,,,,,,,,,6145555.37
615,680.4809,483.644,585500.0,1,53.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,112.0,45,,,,,,,,,,,,,,,,,,,,,4370660.297
617,302.2329,237.998,408700.0,1,55.0,0,pos_cossingleton,cossingleton,0,,POS,118.0,155,,,,,,,,,,,,,,,,,,,,,6756464.25
618,270.2793,349.158,345500.0,1,56.0,0,pos_cossingleton,cossingleton,0,,POS,119.0,20,,,,,,,,,,,,,,,,,,,,,5175262.105
619,772.2381,465.313,126400.0,1,57.0,0,pos_singleton,singleton,0,,POS,120.0,-1,,,,,,,,,,,,,,,,,,,,,4500586.586
620,402.3577,274.363,511600.0,1,58.0,0,pos_cossingleton,cossingleton,0,,POS,124.0,129,,,,,,,,,,,,,,,,,,,,,2314014.436
625,230.2483,205.941,593200.0,1,63.0,0,pos_cossingleton,cossingleton,0,,POS,132.0,57,,,,,,,,,,,,,,,,,,,,,5219297.73
626,817.1951,457.191,668800.0,1,64.0,0,pos_adduct,adduct,0,[M+H]+,POS,134.0,103,,,,,,,,,,,,,,,,,,,,,1793244.637
630,984.2356,480.214,434600.0,1,68.0,0,pos_cossingleton,cossingleton,0,,POS,140.0,34,,,,,,,,,,,,,,,,,,,,,1286814.439
632,226.1802,158.52,4503000.0,1,70.0,0,pos_fragment,fragment,0,,POS,143.0,38,,,,,,,,,,,,,,,,,,,,,2730576.462
634,251.1618,149.987,174600.0,1,72.0,0,pos_cossingleton,cossingleton,0,,POS,148.0,57,,,,,,,,,,,,,,,,,,,,,3505123.892
635,393.2975,409.43,134600.0,1,73.0,0,pos_singleton,singleton,0,,POS,151.0,-1,,,,,,,,,,,,,,,,,,,,,2521267.365
638,686.184,447.753,2243100.0,1,76.0,0,pos_cossingleton,cossingleton,0,,POS,155.0,6,,,,,,,,,,,,,,,,,,,,,700479.3168
639,708.5125,483.186,642600.0,1,77.0,0,pos_cossingleton,cossingleton,0,,POS,157.0,45,,,,,,,,,,,,,,,,,,,,,2606945.47
640,284.3313,276.665,266000.0,1,78.0,0,pos_cossingleton,cossingleton,0,,POS,159.0,57,,,,,,,,,,,,,,,,,,,,,1988360.594
641,279.1591,290.069,3544000.0,1,79.0,0,pos_cossingleton,cossingleton,0,,POS,160.0,133,,,,,,,,,,,,,,,,,,,,,2875620.8430000003
644,779.151,465.752,97900.0,1,82.0,0,pos_singleton,singleton,0,,POS,168.0,-1,,,,,,,,,,,,,,,,,,,,,4211355.473
646,878.2841,455.435,125400.0,1,84.0,0,pos_singleton,singleton,0,,POS,171.0,-1,,,,,,,,,,,,,,,,,,,,,641726.9166
647,191.1043,125.605,25700.0,1,85.0,0,pos_cossingleton,cossingleton,0,,POS,172.0,3,,,,,,,,,,,,,,,,,,,,,4173683.363
649,430.3894,300.533,278700.0,1,87.0,0,pos_cossingleton,cossingleton,0,,POS,176.0,129,,,,,,,,,,,,,,,,,,,,,1491159.043
651,575.1058,370.553,153600.0,1,89.0,0,pos_adduct,adduct,0,[M+K]+,POS,179.0,8,,,,,,,,,,,,,,,,,,,,,659645.1124
654,380.3373,327.985,407600.0,1,92.0,0,pos_cossingleton,cossingleton,0,,POS,182.0,65,,,,,,,,,,,,,,,,,,,,,2326353.788
655,424.3635,322.92,348300.0,1,93.0,0,pos_cossingleton,cossingleton,0,,POS,185.0,65,,,,,,,,,,,,,,,,,,,,,2428265.57
656,163.133,101.749,320000.0,1,94.0,0,pos_cossingleton,cossingleton,0,,POS,187.0,57,,,,,,,,,,,,,,,,,,,,,2784560.38
657,245.1514,229.712,41200.0,1,95.0,0,pos_singleton,singleton,0,,POS,189.0,-1,,,,,,,,,,,,,,,,,,,,,3436524.605
661,309.2272,119.19,117700.0,1,99.0,0,pos_cossingleton,cossingleton,0,,POS,200.0,63,,,,,,,,,,,,,,,,,,,,,1604693.872
667,952.3005,472.197,119900.0,1,105.0,0,pos_singleton,singleton,0,,POS,209.0,-1,,,,,,,,,,,,,,,,,,,,,473494.1446
673,626.2162,449.383,710000.0,1,111.0,0,pos_cossingleton,cossingleton,0,,POS,216.0,13,,,,,,,,,,,,,,,,,,,,,434001.0739
677,965.296,472.642,51300.0,1,115.0,0,pos_singleton,singleton,0,,POS,223.0,-1,,,,,,,,,,,,,,,,,,,,,443735.5291
684,372.1361,260.991,48900.0,1,122.0,0,pos_singleton,singleton,0,,POS,232.0,-1,,,,,,,,,,,,,,,,,,,,,1146080.976
688,224.1857,95.296,233200.0,1,126.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,237.0,83,,,,,,,,,,,,,,,,,,,,,1679523.85
689,291.2531,276.361,211500.0,1,127.0,0,pos_cossingleton,cossingleton,0,,POS,238.0,65,,,,,,,,,,,,,,,,,,,,,986209.2831
691,295.1517,99.804,518200.0,1,129.0,0,pos_cossingleton,cossingleton,0,,POS,241.0,3,,,,,,,,,,,,,,,,,,,,,1488557.1730000002
693,873.2676,458.731,120100.0,1,131.0,0,pos_singleton,singleton,0,,POS,243.0,-1,,,,,,,,,,,,,,,,,,,,,337058.9062
695,239.089,89.319,914000.0,1,133.0,0,pos_adduct,adduct,0,[M+Na]+,POS,245.0,14,,,,,,,,,,,,,,,,,,,,,2405585.331
697,386.1519,278.953,83700.0,1,135.0,0,pos_singleton,singleton,0,,POS,249.0,-1,,,,,,,,,,,,,,,,,,,,,766287.7693
698,389.1119,293.24,575900.0,1,136.0,0,pos_adduct,adduct,0,[M+H]+,POS,250.0,23,,,,,,,,,,,,,,,,,,,,,365655.3295
701,330.2641,280.78,230500.0,1,139.0,0,pos_cossingleton,cossingleton,0,,POS,256.0,155,,,,,,,,,,,,,,,,,,,,,1136516.885
703,165.0912,255.505,106300.0,1,141.0,0,pos_fragment,fragment,0,,POS,258.0,27,,,,,,,,,,,,,,,,,,,,,743715.3912
704,326.2537,119.012,595400.0,1,142.0,0,pos_cossingleton,cossingleton,0,,POS,259.0,63,,,,,,,,,,,,,,,,,,,,,757567.7236
706,600.4685,320.779,264300.0,1,144.0,0,pos_cossingleton,cossingleton,0,,POS,262.0,65,,,,,,,,,,,,,,,,,,,,,622888.6674
710,1012.3043,489.403,864100.0,1,148.0,0,pos_cossingleton,cossingleton,0,,POS,267.0,13,,,,,,,,,,,,,,,,,,,,,4738770.839
712,274.2377,120.855,33500.0,1,150.0,0,pos_singleton,singleton,0,,POS,271.0,-1,,,,,,,,,,,,,,,,,,,,,307640.6402
717,434.1698,293.327,66500.0,1,155.0,0,pos_singleton,singleton,0,,POS,280.0,-1,,,,,,,,,,,,,,,,,,,,,204074.8548
718,670.1885,489.236,1397500.0,1,156.0,0,pos_cossingleton,cossingleton,0,,POS,281.0,13,,,,,,,,,,,,,,,,,,,,,397127.1723
723,427.068,293.073,46000.0,1,161.0,0,pos_adduct,adduct,0,[M+K]+,POS,288.0,23,,,,,,,,,,,,,,,,,,,,,107182.8273
724,938.2855,475.128,999300.0,1,162.0,0,pos_cossingleton,cossingleton,0,,POS,290.0,13,,,,,,,,,,,,,,,,,,,,,941643.1992
725,167.013,502.391,23279000.0,1,163.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,291.0,49,,,,,,,,,,,,,,,,,,,,,36998863.37
727,457.304,283.247,907100.0,1,165.0,0,pos_singleton,singleton,0,,POS,293.0,-1,,,,,,,,,,,,,,,,,,,,,331549.0893
729,878.2839,475.874,1879800.0,1,167.0,0,pos_cossingleton,cossingleton,0,,POS,295.0,127,,,,,,,,,,,,,,,,,,,,,2429456.181
735,177.0548,194.165,477100.0,1,173.0,0,pos_cossingleton,cossingleton,0,,POS,304.0,133,,,,,,,,,,,,,,,,,,,,,167306.4837
738,173.0802,90.128,422200.0,1,176.0,0,pos_fragment,fragment,0,,POS,308.0,14,,,,,,,,,,,,,,,,,,,,,659139.938
740,131.5338,500.941,4766500.0,2,178.0,0,pos_singleton,singleton,0,,POS,311.0,-1,,,,,,,,,,,,,,,,,,,,,80933.4218
742,262.165,89.517,40900.0,1,180.0,0,pos_singleton,singleton,0,,POS,314.0,-1,,,,,,,,,,,,,,,,,,,,,472604.139
743,652.4117,98.213,173300.0,1,181.0,0,pos_cossingleton,cossingleton,0,,POS,315.0,65,,,,,,,,,,,,,,,,,,,,,51840.38604
745,357.2358,101.984,227100.0,2,183.0,0,pos_cossingleton,cossingleton,0,,POS,317.0,65,,,,,,,,,,,,,,,,,,,,,74226.3584
749,722.5057,306.856,292400.0,1,187.0,0,pos_singleton,singleton,0,,POS,321.0,-1,,,,,,,,,,,,,,,,,,,,,229321.8383
756,317.1151,289.313,67100.0,1,194.0,0,pos_singleton,singleton,0,,POS,329.0,-1,,,,,,,,,,,,,,,,,,,,,147682.0121
759,266.2113,259.842,12200.0,1,197.0,0,pos_singleton,singleton,0,,POS,332.0,-1,,,,,,,,,,,,,,,,,,,,,188691.9951
762,241.0683,99.68,59000.0,1,200.0,0,pos_cossingleton,cossingleton,0,,POS,336.0,3,,,,,,,,,,,,,,,,,,,,,390719.2284
768,355.2251,276.073,112600.0,1,206.0,0,pos_cossingleton,cossingleton,0,,POS,342.0,168,,,,,,,,,,,,,,,,,,,,,112692.6777
769,382.3165,238.288,82700.0,1,207.0,0,pos_singleton,singleton,0,,POS,343.0,-1,,,,,,,,,,,,,,,,,,,,,111689.1666
772,223.0638,245.417,275700.0,1,210.0,0,pos_fragment,fragment,0,,POS,347.0,25,,,,,,,,,,,,,,,,,,,,,78741.71676
776,315.1228,235.315,310400.0,1,214.0,0,pos_singleton,singleton,0,,POS,352.0,-1,,,,,,,,,,,,,,,,,,,,,84944.36321
785,874.7874,500.215,2619400.0,1,223.0,0,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,362.0,52,,,,,,,,,,,,,,,,,,,,,42151904.74
787,900.8021,500.274,3482800.0,1,225.0,0,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,364.0,53,,,,,,,,,,,,,,,,,,,,,36086054.22
832,263.1257,144.842,144000.0,1,270.0,0,pos_cossingleton,cossingleton,0,,POS,416.0,3,,,,,,,,,,,,,,,,,,,,,1361855.36
849,564.1978,457.312,98300.0,1,287.0,0,pos_singleton,singleton,0,,POS,437.0,-1,,,,,,,,,,,,,,,,,,,,,180265.292
853,762.1797,422.218,463700.0,1,291.0,0,pos_cossingleton,cossingleton,0,,POS,441.0,11,,,,,,,,,,,,,,,,,,,,,145599.5556
861,832.2411,456.957,55120000.0,1,299.0,0,pos_cossingleton,cossingleton,0,,POS,449.0,13,,,,,,,,,,,,,,,,,,,,,3547395.901
907,293.1732,215.765,12884000.0,1,345.0,0,pos_adduct,adduct,0,[2M+Na]+,POS,503.0,3,,,,,,,,,,,,,,,,,,,,,838908176.8
908,370.2226,211.747,5389000.0,1,346.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,504.0,3,Acetylportentol,370.223,210.166,[M+NH4]+,C19H28O6,CC1C(OC2(C(C3C(C(=O)C2(C(=O)O3)C)C)C)C(C1OC(=O)C)C)C,"InChI=1S/C19H28O6/c1-8-12(5)25-19(10(3)14(8)23-13(6)20)11(4)15-9(2)16(21)18(19,7)17(22)24-15/h8-12,14-15H,1-7H3",CMTSHPFXBUQFIX-UHFFFAOYSA-N,Aliphatic and Cycloaliphatic Compounds,Thermo Q-Exactive Focus,0.99,13,0.4,,,,,,,,163771286.4
909,375.178,212.124,2223000.0,1,347.0,0,pos_adduct,adduct,0,[M+Na]+,POS,506.0,3,Acetylportentol,375.1784,210.714996,[M+Na]+,C19H28O6,CC1C(OC2(C(C3C(C(=O)C2(C(=O)O3)C)C)C)C(C1OC(=O)C)C)C,"InChI=1S/C19H28O6/c1-8-12(5)25-19(10(3)14(8)23-13(6)20)11(4)15-9(2)16(21)18(19,7)17(22)24-15/h8-12,14-15H,1-7H3",CMTSHPFXBUQFIX-UHFFFAOYSA-N,Aliphatic and Cycloaliphatic Compounds,Thermo Q-Exactive Focus,0.83,14,0.4,,,,,,,,116020094.7
910,182.9853,510.117,20850000.0,1,348.0,0,pos_adduct,adduct,0,[M+H]+,POS,508.0,112,,,,,,,,,,,,,,,,,,,,,177143316.9
911,139.9881,505.742,4143300.0,1,349.0,0,pos_adduct,adduct,0,[M+H]+,POS,510.0,9,,,,,,,,,,,,,,,,,,,,,27388854.84
912,353.1948,211.696,4653200.0,1,350.0,0,pos_adduct,adduct,0,[M+H]+,POS,512.0,3,Acetylportentol,353.1964,210.977005,[M+H]+,C19H28O6,CC1C(OC2(C(C3C(C(=O)C2(C(=O)O3)C)C)C)C(C1OC(=O)C)C)C,"InChI=1S/C19H28O6/c1-8-12(5)25-19(10(3)14(8)23-13(6)20)11(4)15-9(2)16(21)18(19,7)17(22)24-15/h8-12,14-15H,1-7H3",CMTSHPFXBUQFIX-UHFFFAOYSA-N,Aliphatic and Cycloaliphatic Compounds,Thermo Q-Exactive Focus,0.99,15,1.6,,,,,,,,41165447.47
913,249.1849,243.403,1322100.0,1,351.0,0,pos_fragment,fragment,0,,POS,514.0,40,,,,,,,,,,,,,,,,,,,,,44923417.29
914,727.3664,211.747,1212000.0,1,352.0,1,pos_adduct,adduct,0,[2M+Na]+,POS,515.0,3,,,,,,,,,,,,,,,,,,,,,25556821.88
915,186.9813,505.676,2085800.0,1,353.0,0,pos_cossingleton,cossingleton,0,,POS,517.0,24,,,,,,,,,,,,,,,,,,,,,15633223.26
916,702.2145,422.121,34408000.0,1,354.0,0,pos_cossingleton,cossingleton,0,,POS,521.0,13,,,,,,,,,,,,,,,,,,,,,15093112.49
918,850.2502,455.546,11795000.0,1,356.0,0,pos_cossingleton,cossingleton,0,,POS,526.0,13,,,,,,,,,,,,,,,,,,,,,10490235.61
919,416.2062,207.424,1348400.0,1,357.0,1,pos_adduct,adduct,0,[M+Na+CH3CN]+,POS,527.0,3,,,,,,,,,,,,,,,,,,,,,17685997.43
920,163.039,141.146,3245400.0,1,358.0,0,pos_adduct,adduct,0,[M+H]+,POS,528.0,55,,,,,,,,,,,,,,,,,,,,,33233280.93
921,309.2059,253.69,1497100.0,1,359.0,0,pos_adduct,adduct,0,[M+Na]+,POS,530.0,104,,,,,,,,,,,,,,,,,,,,,19085541.76
922,153.1274,212.202,500000.0,1,360.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,531.0,3,,,,,,,,,,,,,,,,,,,,,17150108.24
923,255.9447,505.749,1069500.0,1,361.0,0,pos_adduct,adduct,0,[M+H]+,POS,532.0,36,,,,,,,,,,,,,,,,,,,,,4306930.072
924,478.175,211.297,746500.0,1,362.0,0,pos_precursor,precursor,0,,POS,533.0,3,,,,,,,,,,,,,,,,,,,,,17142903.23
925,275.1643,207.267,336100.0,1,363.0,0,pos_fragment,fragment,0,,POS,534.0,3,,,,,,,,,,,,,,,,,,,,,15362414.13
927,391.1518,211.747,105800.0,1,365.0,0,pos_adduct,adduct,0,[M+K]+,POS,544.0,3,,,,,,,,,,,,,,,,,,,,,11038089.42
928,167.0132,205.027,2081000.0,1,366.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,545.0,42,,,,,,,,,,,,,,,,,,,,,3215867.862
929,167.0131,244.079,1792100.0,1,367.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,547.0,24,,,,,,,,,,,,,,,,,,,,,15188520.44
930,554.1764,370.545,7945000.0,1,368.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,549.0,8,,,,,,,,,,,,,,,,,,,,,6915754.615
931,167.0129,258.875,2441200.0,1,369.0,0,pos_precursor,precursor,0,,POS,550.0,24,,,,,,,,,,,,,,,,,,,,,4313910.513
932,372.0668,210.381,539800.0,1,370.0,0,pos_cossingleton,cossingleton,0,,POS,551.0,124,,,,,,,,,,,,,,,,,,,,,4325957.586
933,374.0636,209.703,132700.0,1,371.0,0,pos_cossingleton,cossingleton,0,,POS,553.0,124,,,,,,,,,,,,,,,,,,,,,4201419.656
934,326.2332,242.392,582500.0,1,372.0,0,pos_cossingleton,cossingleton,0,,POS,556.0,104,,,,,,,,,,,,,,,,,,,,,8038525.687999999
935,656.2268,399.743,93000.0,1,373.0,0,pos_singleton,singleton,0,,POS,558.0,-1,,,,,,,,,,,,,,,,,,,,,4701814.196
936,702.2143,448.544,2531000.0,1,374.0,0,pos_adduct,adduct,0,[2M+NH4]+,POS,560.0,11,,,,,,,,,,,,,,,,,,,,,4824753.957
937,235.167,176.109,115100.0,1,375.0,0,pos_singleton,singleton,0,,POS,566.0,-1,,,,,,,,,,,,,,,,,,,,,5650192.457
939,231.175,246.561,161000.0,1,377.0,0,pos_fragment,fragment,0,,POS,569.0,40,,,,,,,,,,,,,,,,,,,,,6137905.876
940,998.2893,494.949,8949000.0,1,378.0,0,pos_cossingleton,cossingleton,0,,POS,571.0,13,,,,,,,,,,,,,,,,,,,,,4440663.348
941,730.2453,422.429,119900.0,1,379.0,0,pos_singleton,singleton,0,,POS,572.0,-1,,,,,,,,,,,,,,,,,,,,,3178102.087
944,125.9867,200.688,1971200.0,1,382.0,0,pos_adduct,adduct,0,[M+H]+,POS,578.0,42,,,,,,,,,,,,,,,,,,,,,1662886.6
945,180.99,510.739,1004700.0,1,383.0,0,pos_adduct,adduct,0,[M+H]+,POS,579.0,107,,,,,,,,,,,,,,,,,,,,,11063314.06
946,125.9865,20.173,6021500.0,1,384.0,0,pos_fragment,fragment,0,,POS,582.0,89,,,,,,,,,,,,,,,,,,,,,6542292.392000001
947,355.2115,169.808,258800.0,1,385.0,0,pos_singleton,singleton,0,,POS,583.0,-1,,,,,,,,,,,,,,,,,,,,,3209992.473
948,350.9878,210.096,156900.0,1,386.0,0,pos_cossingleton,cossingleton,0,,POS,585.0,23,,,,,,,,,,,,,,,,,,,,,2367760.899
949,125.9865,249.003,1634000.0,1,387.0,0,pos_adduct,adduct,0,[M+H]+,POS,586.0,24,,,,,,,,,,,,,,,,,,,,,7038583.15
950,1146.3261,502.676,3912000.0,1,388.0,0,pos_cossingleton,cossingleton,0,,POS,587.0,13,,,,,,,,,,,,,,,,,,,,,3885489.366
952,250.1778,181.872,140500.0,1,390.0,0,pos_cossingleton,cossingleton,0,,POS,591.0,57,,,,,,,,,,,,,,,,,,,,,6750046.4520000005
953,184.9857,253.899,1095500.0,1,391.0,0,pos_precursor,precursor,0,,POS,592.0,24,,,,,,,,,,,,,,,,,,,,,5090768.01
954,582.2077,370.716,78900.0,1,392.0,0,pos_singleton,singleton,0,,POS,595.0,-1,,,,,,,,,,,,,,,,,,,,,3169340.108
955,251.0003,209.802,440000.0,1,393.0,0,pos_fragment,fragment,0,,POS,596.0,95,,,,,,,,,,,,,,,,,,,,,2704430.257
956,804.2695,438.725,127900.0,1,394.0,0,pos_cossingleton,cossingleton,0,,POS,599.0,127,,,,,,,,,,,,,,,,,,,,,1980468.98
958,244.1908,158.281,332800.0,1,396.0,0,pos_cossingleton,cossingleton,0,,POS,603.0,2,,,,,,,,,,,,,,,,,,,,,2765632.955
959,938.2857,437.823,7285700.0,1,397.0,0,pos_cossingleton,cossingleton,0,,POS,604.0,13,,,,,,,,,,,,,,,,,,,,,5444781.038
