Index,mz,rt,TIC,charge,mgf_index,rule_points,status,status_universal,adduct_count,Adnotation,ion_mode,feature_id,cluster_id,ldb_ion_name,ldb_ion_mass,ldb_ion_rt,ldb_ion_adduct,ldb_ion_formula,ldb_ion_smiles,ldb_ion_inchi,ldb_ion_inchikey,ldb_ion_class,ldb_ion_instrument,ldb_ion_cos,ldb_ion_matches,ldb_ion_error_mDa,adduct,colotus_name,colotus_mass,colotus_error_mDa,colotus_smiles,colotus_inchi,colotus_inchikey,004_Acetylportentol
960,377.1933,170.327,109300.0,1,398.0,0,pos_singleton,singleton,0,,POS,606.0,-1,,,,,,,,,,,,,,,,,,,,,2207514.774
961,163.039,18.026,661300.0,1,399.0,0,pos_cossingleton,cossingleton,0,,POS,607.0,55,,,,,,,,,,,,,,,,,,,,,3882198.558
962,376.0606,210.041,98300.0,1,400.0,0,pos_singleton,singleton,0,,POS,612.0,-1,,,,,,,,,,,,,,,,,,,,,1374412.743
963,517.3559,413.696,287500.0,1,401.0,0,pos_cossingleton,cossingleton,0,,POS,613.0,163,,,,,,,,,,,,,,,,,,,,,2552084.234
964,217.0473,141.528,49600.0,1,402.0,0,pos_singleton,singleton,0,,POS,614.0,-1,,,,,,,,,,,,,,,,,,,,,4180426.27
965,386.2174,146.899,192600.0,1,403.0,0,pos_singleton,singleton,0,,POS,615.0,-1,,,,,,,,,,,,,,,,,,,,,1693177.24
966,416.3737,408.496,63400.0,1,404.0,0,pos_singleton,singleton,0,,POS,616.0,-1,,,,,,,,,,,,,,,,,,,,,2911614.379
969,397.2227,216.367,162900.0,1,407.0,0,pos_precursor,precursor,0,,POS,622.0,3,,,,,,,,,,,,,,,,,,,,,1855193.917
970,358.0511,210.281,300900.0,1,408.0,0,pos_cossingleton,cossingleton,0,,POS,626.0,124,,,,,,,,,,,,,,,,,,,,,1090113.418
972,139.988,252.049,218100.0,1,410.0,0,pos_fragment,fragment,0,,POS,629.0,24,,,,,,,,,,,,,,,,,,,,,3085230.55
974,476.3295,414.141,423600.0,1,412.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,631.0,64,,,,,,,,,,,,,,,,,,,,,1997535.414
975,360.0482,210.362,292900.0,1,413.0,0,pos_cossingleton,cossingleton,0,,POS,632.0,124,,,,,,,,,,,,,,,,,,,,,1068560.512
976,354.2643,242.237,48800.0,1,414.0,0,pos_cossingleton,cossingleton,0,,POS,634.0,153,,,,,,,,,,,,,,,,,,,,,3366497.095
977,400.2695,170.663,78000.0,1,415.0,0,pos_singleton,singleton,0,,POS,635.0,-1,,,,,,,,,,,,,,,,,,,,,1457709.509
978,163.0391,249.094,313700.0,1,416.0,0,pos_adduct,adduct,0,[M+H]+,POS,636.0,57,,,,,,,,,,,,,,,,,,,,,3068471.238
979,371.3157,408.458,282300.0,1,417.0,0,pos_singleton,singleton,0,,POS,637.0,-1,,,,,,,,,,,,,,,,,,,,,1863384.515
980,368.4254,346.4,459600.0,1,418.0,0,pos_singleton,singleton,0,,POS,640.0,-1,,,,,,,,,,,,,,,,,,,,,2068138.891
981,279.1578,191.779,149700.0,1,419.0,0,pos_cossingleton,cossingleton,0,,POS,641.0,3,,,,,,,,,,,,,,,,,,,,,3421622.409
982,531.4088,447.942,235200.0,1,420.0,0,pos_singleton,singleton,0,,POS,642.0,-1,,,,,,,,,,,,,,,,,,,,,1512599.476
983,205.159,235.15,161800.0,1,421.0,0,pos_fragment,fragment,0,,POS,644.0,40,,,,,,,,,,,,,,,,,,,,,2046714.678
984,649.1244,399.898,378900.0,1,422.0,0,pos_adduct,adduct,0,[M+K]+,POS,647.0,6,,,,,,,,,,,,,,,,,,,,,1131173.538
985,336.3106,322.223,348000.0,1,423.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,648.0,65,,,,,,,,,,,,,,,,,,,,,2306686.662
986,347.1621,253.381,51000.0,1,424.0,0,pos_singleton,singleton,0,,POS,649.0,-1,,,,,,,,,,,,,,,,,,,,,2013685.05
987,219.0189,30.872,206600.0,1,425.0,0,pos_cossingleton,cossingleton,0,,POS,650.0,112,,,,,,,,,,,,,,,,,,,,,2605109.535
989,817.2598,440.227,486400.0,1,427.0,0,pos_singleton,singleton,0,,POS,654.0,-1,,,,,,,,,,,,,,,,,,,,,740180.1409
991,468.39,322.545,197600.0,1,429.0,0,pos_cossingleton,cossingleton,0,,POS,657.0,65,,,,,,,,,,,,,,,,,,,,,1482164.72
992,143.9969,22.651,1484200.0,1,430.0,0,pos_cossingleton,cossingleton,0,,POS,659.0,41,,,,,,,,,,,,,,,,,,,,,2232686.023
993,880.2801,455.694,185700.0,1,431.0,0,pos_singleton,singleton,0,,POS,661.0,-1,,,,,,,,,,,,,,,,,,,,,467413.4133
995,654.3324,356.409,10624000.0,1,433.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,663.0,20,,,,,,,,,,,,,,,,,,,,,1004014.355
996,834.2592,502.853,478300.0,1,434.0,0,pos_cossingleton,cossingleton,0,,POS,664.0,6,,,,,,,,,,,,,,,,,,,,,828251.8927
998,508.1889,334.952,78800.0,1,436.0,0,pos_singleton,singleton,0,,POS,666.0,-1,,,,,,,,,,,,,,,,,,,,,1105092.639
999,998.2889,457.116,1624700.0,1,437.0,0,pos_cossingleton,cossingleton,0,,POS,667.0,13,,,,,,,,,,,,,,,,,,,,,1242293.895
1000,274.2744,237.559,128300.0,1,438.0,0,pos_cossingleton,cossingleton,0,,POS,669.0,57,,,,,,,,,,,,,,,,,,,,,2426034.434
1001,190.9876,18.386,314300.0,1,439.0,0,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,671.0,32,,,,,,,,,,,,,,,,,,,,,2231035.855
1002,947.2862,504.398,66800.0,1,440.0,0,pos_singleton,singleton,0,,POS,673.0,-1,,,,,,,,,,,,,,,,,,,,,2354991.287
1004,272.2588,209.677,146900.0,1,442.0,0,pos_fragment,fragment,0,,POS,675.0,94,,,,,,,,,,,,,,,,,,,,,1046539.561
1005,191.1642,153.084,182200.0,1,443.0,0,pos_cossingleton,cossingleton,0,,POS,678.0,63,,,,,,,,,,,,,,,,,,,,,1134825.944
1006,220.9346,16.437,757500.0,1,444.0,0,pos_singleton,singleton,0,,POS,679.0,-1,,,,,,,,,,,,,,,,,,,,,1318988.3590000002
1008,258.2429,176.056,11800.0,1,446.0,0,pos_singleton,singleton,0,,POS,683.0,-1,,,,,,,,,,,,,,,,,,,,,996981.3776
1010,556.4423,316.478,232300.0,1,448.0,0,pos_cossingleton,cossingleton,0,,POS,685.0,65,,,,,,,,,,,,,,,,,,,,,2180260.669
1012,288.9211,15.097,1204200.0,1,450.0,0,pos_cossingleton,cossingleton,0,,POS,687.0,125,,,,,,,,,,,,,,,,,,,,,1263926.426
1014,281.0515,474.779,60200.0,1,452.0,0,pos_singleton,singleton,0,,POS,691.0,-1,,,,,,,,,,,,,,,,,,,,,881471.3829
1015,712.2359,498.902,75800.0,1,453.0,0,pos_singleton,singleton,0,,POS,692.0,-1,,,,,,,,,,,,,,,,,,,,,686994.668
1017,482.403,477.625,460000.0,1,455.0,0,pos_singleton,singleton,0,,POS,695.0,-1,,,,,,,,,,,,,,,,,,,,,661639.4752
1018,319.2844,322.33,107100.0,1,456.0,0,pos_adduct,adduct,0,[M+H]+,POS,697.0,65,,,,,,,,,,,,,,,,,,,,,953183.2248
1019,797.1622,440.13,129000.0,1,457.0,0,pos_singleton,singleton,0,,POS,698.0,-1,,,,,,,,,,,,,,,,,,,,,383279.6457
1020,1100.3408,454.21,45100.0,1,458.0,0,pos_singleton,singleton,0,,POS,699.0,-1,,,,,,,,,,,,,,,,,,,,,851137.7315
1021,304.8926,16.382,242000.0,1,459.0,0,pos_cossingleton,cossingleton,0,,POS,700.0,125,,,,,,,,,,,,,,,,,,,,,810051.5381
1022,371.101,399.79,861800.0,1,460.0,0,pos_fragment,fragment,0,,POS,701.0,6,,,,,,,,,,,,,,,,,,,,,468340.7167
1023,413.2664,408.404,236000.0,1,461.0,0,pos_singleton,singleton,0,,POS,702.0,-1,,,,,,,,,,,,,,,,,,,,,781078.8748
1024,682.3636,356.409,1011000.0,1,462.0,0,pos_precursor,precursor,0,,POS,703.0,20,,,,,,,,,,,,,,,,,,,,,405846.9458
1025,642.2127,399.223,121000.0,1,463.0,0,pos_precursor,precursor,0,,POS,704.0,6,,,,,,,,,,,,,,,,,,,,,406110.688
1027,249.2061,184.678,130200.0,1,465.0,0,pos_adduct,adduct,0,[M+H]+,POS,706.0,63,,,,,,,,,,,,,,,,,,,,,689757.2848
1028,277.179,216.321,406100.0,1,466.0,0,pos_cossingleton,cossingleton,0,,POS,707.0,57,,,,,,,,,,,,,,,,,,,,,546092.8589
1029,330.2643,236.622,36100.0,1,467.0,0,pos_singleton,singleton,0,,POS,710.0,-1,,,,,,,,,,,,,,,,,,,,,1360431.755
1030,644.4949,320.505,297300.0,1,468.0,0,pos_cossingleton,cossingleton,0,,POS,711.0,65,,,,,,,,,,,,,,,,,,,,,453737.5884
1031,388.2542,67.926,488500.0,1,469.0,0,pos_cossingleton,cossingleton,0,,POS,712.0,65,,,,,,,,,,,,,,,,,,,,,408748.3948
1032,221.0845,475.219,39100.0,1,470.0,0,pos_singleton,singleton,0,,POS,713.0,-1,,,,,,,,,,,,,,,,,,,,,404646.0304
1033,246.2432,193.218,1800100.0,1,471.0,0,pos_cossingleton,cossingleton,0,,POS,714.0,3,,,,,,,,,,,,,,,,,,,,,153875.9808
1034,195.0655,246.211,1042500.0,1,472.0,1,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,715.0,57,,,,,,,,,,,,,,,,,,,,,790974.2563
1035,716.2291,449.238,12661000.0,1,473.0,0,pos_cossingleton,cossingleton,0,,POS,718.0,13,,,,,,,,,,,,,,,,,,,,,244477.3399
1036,344.228,60.857,163800.0,1,474.0,0,pos_cossingleton,cossingleton,0,,POS,719.0,65,,,,,,,,,,,,,,,,,,,,,522354.6759
1037,376.322,368.988,78400.0,1,475.0,0,pos_singleton,singleton,0,,POS,720.0,-1,,,,,,,,,,,,,,,,,,,,,544475.2764
1039,1026.3234,495.068,77200.0,1,477.0,0,pos_singleton,singleton,0,,POS,724.0,-1,,,,,,,,,,,,,,,,,,,,,218940.4132
1040,236.163,158.606,149700.0,1,478.0,0,pos_singleton,singleton,0,,POS,725.0,-1,,,,,,,,,,,,,,,,,,,,,459828.2974
1041,642.2133,432.581,1108600.0,1,479.0,0,pos_cossingleton,cossingleton,0,,POS,726.0,73,,,,,,,,,,,,,,,,,,,,,195602.7193
1042,342.2278,186.543,215300.0,1,480.0,0,pos_cossingleton,cossingleton,0,,POS,727.0,3,,,,,,,,,,,,,,,,,,,,,186035.5207
1043,374.0637,216.396,259200.0,1,481.0,0,pos_cossingleton,cossingleton,0,,POS,728.0,124,,,,,,,,,,,,,,,,,,,,,403055.1954
1044,429.2406,408.147,45500.0,1,482.0,0,pos_singleton,singleton,0,,POS,729.0,-1,,,,,,,,,,,,,,,,,,,,,315894.1845
1045,223.0627,369.957,209100.0,1,483.0,0,pos_fragment,fragment,0,,POS,730.0,8,,,,,,,,,,,,,,,,,,,,,199731.0514
1046,836.1938,453.499,662600.0,1,484.0,0,pos_cossingleton,cossingleton,0,,POS,731.0,34,,,,,,,,,,,,,,,,,,,,,165589.7704
1047,223.0635,343.608,156900.0,1,485.0,0,pos_fragment,fragment,0,,POS,732.0,16,,,,,,,,,,,,,,,,,,,,,184478.2076
1049,340.394,327.035,304300.0,1,487.0,0,pos_cossingleton,cossingleton,0,,POS,734.0,57,,,,,,,,,,,,,,,,,,,,,293493.9042
1050,637.3057,356.167,1756100.0,1,488.0,0,pos_adduct,adduct,0,[M+H]+,POS,735.0,20,,,,,,,,,,,,,,,,,,,,,147617.4163
1051,848.2349,478.875,2426700.0,1,489.0,0,pos_cossingleton,cossingleton,0,,POS,736.0,11,,,,,,,,,,,,,,,,,,,,,246314.4774
1052,211.1693,162.23,147400.0,1,490.0,0,pos_cossingleton,cossingleton,0,,POS,737.0,147,,,,,,,,,,,,,,,,,,,,,169164.3057
1054,371.1009,422.85,197000.0,1,492.0,0,pos_fragment,fragment,0,,POS,739.0,48,,,,,,,,,,,,,,,,,,,,,105532.1862
1055,494.173,334.762,113300.0,1,493.0,0,pos_cossingleton,cossingleton,0,,POS,740.0,16,,,,,,,,,,,,,,,,,,,,,106689.2516
1056,557.0959,457.071,138600.0,1,494.0,0,pos_adduct,adduct,0,[M+K]+,POS,741.0,13,,,,,,,,,,,,,,,,,,,,,115837.9333
1057,281.0513,475.788,37400.0,1,495.0,0,pos_singleton,singleton,0,,POS,742.0,-1,,,,,,,,,,,,,,,,,,,,,113867.8398
1058,595.1612,475.525,75300.0,1,496.0,0,pos_singleton,singleton,0,,POS,743.0,-1,,,,,,,,,,,,,,,,,,,,,76079.35201
1059,465.3747,427.872,123700.0,1,497.0,0,pos_singleton,singleton,0,,POS,744.0,-1,,,,,,,,,,,,,,,,,,,,,367395.252
1060,698.2189,499.503,74100.0,1,498.0,0,pos_cossingleton,cossingleton,0,,POS,746.0,3,,,,,,,,,,,,,,,,,,,,,93645.99961
1061,850.2515,426.798,490600.0,1,499.0,0,pos_cossingleton,cossingleton,0,,POS,747.0,13,,,,,,,,,,,,,,,,,,,,,127264.6699
1062,924.2645,467.099,11003000.0,1,500.0,0,pos_cossingleton,cossingleton,0,,POS,748.0,13,,,,,,,,,,,,,,,,,,,,,106908.4776
1063,982.2644,490.146,4934000.0,1,501.0,0,pos_cossingleton,cossingleton,0,,POS,749.0,13,,,,,,,,,,,,,,,,,,,,,104640.0511
1064,624.2017,475.711,87400.0,1,502.0,0,pos_singleton,singleton,0,,POS,750.0,-1,,,,,,,,,,,,,,,,,,,,,85960.8192
1065,309.1681,164.632,17629000.0,1,503.0,0,pos_cossingleton,cossingleton,0,,POS,751.0,3,,,,,,,,,,,,,,,,,,,,,111829.6636
1067,356.9095,13.787,306000.0,1,505.0,0,pos_cossingleton,cossingleton,0,,POS,756.0,125,,,,,,,,,,,,,,,,,,,,,48955.38239
1068,705.1315,498.902,191000.0,1,506.0,0,pos_cossingleton,cossingleton,0,,POS,757.0,23,,,,,,,,,,,,,,,,,,,,,82353.3201
1070,330.2642,299.85,33500.0,1,508.0,0,pos_singleton,singleton,0,,POS,759.0,-1,,,,,,,,,,,,,,,,,,,,,159832.071
1072,151.0354,14.212,294200.0,1,510.0,0,pos_cossingleton,cossingleton,0,,POS,761.0,122,,,,,,,,,,,,,,,,,,,,,163503.5471
1073,568.48,397.271,240900.0,1,511.0,0,pos_cossingleton,cossingleton,0,,POS,762.0,65,,,,,,,,,,,,,,,,,,,,,95459.0797
1074,408.3283,438.908,509400.0,1,512.0,0,pos_singleton,singleton,0,,POS,763.0,-1,,,,,,,,,,,,,,,,,,,,,175468.1072
1075,369.2388,185.006,412300.0,1,513.0,0,pos_cossingleton,cossingleton,0,,POS,764.0,163,,,,,,,,,,,,,,,,,,,,,52306.40762
1076,335.2196,302.611,87500.0,1,514.0,0,pos_adduct,adduct,0,[M+Na]+,POS,765.0,121,,,,,,,,,,,,,,,,,,,,,226115.1849
1077,355.0679,476.416,81100.0,1,515.0,0,pos_cossingleton,cossingleton,0,,POS,766.0,8,,,,,,,,,,,,,,,,,,,,,109271.7326
1078,258.2429,180.787,21300.0,1,516.0,0,pos_singleton,singleton,0,,POS,767.0,-1,,,,,,,,,,,,,,,,,,,,,120722.8902
1079,349.1413,184.374,67400.0,1,517.0,0,pos_singleton,singleton,0,,POS,769.0,-1,,,,,,,,,,,,,,,,,,,,,63243.6383
1080,338.2327,239.445,172200.0,1,518.0,0,pos_singleton,singleton,0,,POS,770.0,-1,,,,,,,,,,,,,,,,,,,,,58526.24773
1081,430.3893,369.027,174900.0,1,519.0,0,pos_cossingleton,cossingleton,0,,POS,772.0,129,,,,,,,,,,,,,,,,,,,,,97534.85873
1084,758.2226,465.195,74960000.0,1,522.0,0,pos_adduct,adduct,0,[M+H]+,POS,775.0,13,,,,,,,,,,,,,,,,,,,,,804427827.2
1092,125.9864,505.629,13542000.0,1,530.0,0,pos_adduct,adduct,0,[M+H]+,POS,787.0,49,,,,,,,,,,,,,,,,,,,,,15756750.51
1093,628.1956,399.661,14910000.0,1,531.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,788.0,6,,,,,,,,,,,,,,,,,,,,,14204246.96
1100,328.9154,510.819,2920300.0,1,538.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,804.0,77,,,,,,,,,,,,,,,,,,,,,27102505.91
1101,194.1177,16.098,598300.0,1,539.0,0,pos_cossingleton,cossingleton,0,,POS,808.0,55,,,,,,,,,,,,,,,,,,,,,5049258.468
1107,217.1072,89.267,10849000.0,1,545.0,0,pos_adduct,adduct,0,[M+H]+,POS,822.0,14,,,,,,,,,,,,,,,,,,,,,5223221.855
1113,404.8164,513.938,813100.0,1,551.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,832.0,69,,,,,,,,,,,,,,,,,,,,,15716571.94
1116,218.2116,113.572,626100.0,1,554.0,0,pos_cossingleton,cossingleton,0,,POS,836.0,3,,,,,,,,,,,,,,,,,,,,,6042786.225
1119,251.1618,120.741,259500.0,1,557.0,0,pos_cossingleton,cossingleton,0,,POS,844.0,3,,,,,,,,,,,,,,,,,,,,,4511161.036
1120,177.1639,176.096,452200.0,1,558.0,0,pos_fragment,fragment,0,,POS,845.0,72,,,,,,,,,,,,,,,,,,,,,5828945.242000001
1127,236.1129,99.774,261600.0,1,565.0,0,pos_singleton,singleton,0,,POS,853.0,-1,,,,,,,,,,,,,,,,,,,,,808099.7328
1130,668.6196,397.015,844000.0,1,568.0,0,pos_cossingleton,cossingleton,0,,POS,863.0,129,,,,,,,,,,,,,,,,,,,,,2494164.213
1133,559.132,370.352,484300.0,1,571.0,0,pos_adduct,adduct,0,[M+Na]+,POS,868.0,8,,,,,,,,,,,,,,,,,,,,,1784725.021
1134,363.7896,513.561,417100.0,1,572.0,0,pos_adduct,adduct,0,[M+H]+,POS,869.0,69,,,,,,,,,,,,,,,,,,,,,9519604.017
1137,538.1449,412.24,974100.0,1,575.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,881.0,61,,,,,,,,,,,,,,,,,,,,,1218232.004
1140,640.5879,387.697,518900.0,1,578.0,0,pos_cossingleton,cossingleton,0,,POS,886.0,129,,,,,,,,,,,,,,,,,,,,,1970387.72
1142,480.1573,334.785,2209400.0,1,580.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,891.0,16,,,,,,,,,,,,,,,,,,,,,1286017.175
1152,482.4054,337.33,252700.0,1,590.0,0,pos_cossingleton,cossingleton,0,,POS,912.0,65,,,,,,,,,,,,,,,,,,,,,5282953.927
1153,438.3793,337.73,307300.0,1,591.0,0,pos_cossingleton,cossingleton,0,,POS,914.0,65,,,,,,,,,,,,,,,,,,,,,4829907.396000001
1154,596.1688,468.283,14009000.0,1,592.0,0,pos_cossingleton,cossingleton,0,,POS,916.0,13,,,,,,,,,,,,,,,,,,,,,618072.8642
1158,721.507,482.925,1199100.0,1,596.0,0,pos_singleton,singleton,0,,POS,928.0,-1,,,,,,,,,,,,,,,,,,,,,2263744.361
1159,157.0353,16.058,985700.0,1,597.0,0,pos_singleton,singleton,0,,POS,929.0,-1,,,,,,,,,,,,,,,,,,,,,919753.1829
1162,394.353,337.706,208200.0,1,600.0,0,pos_cossingleton,cossingleton,0,,POS,938.0,65,,,,,,,,,,,,,,,,,,,,,3772551.381
1164,272.2589,208.648,408400.0,1,602.0,0,pos_precursor,precursor,0,,POS,941.0,94,,,,,,,,,,,,,,,,,,,,,2313142.674
1165,570.4582,335.303,259200.0,1,603.0,0,pos_cossingleton,cossingleton,0,,POS,942.0,65,,,,,,,,,,,,,,,,,,,,,3035538.199
1170,743.2404,421.965,298900.0,1,608.0,0,pos_singleton,singleton,0,,POS,951.0,-1,,,,,,,,,,,,,,,,,,,,,693768.7985
1175,324.2171,288.834,276500.0,1,613.0,0,pos_cossingleton,cossingleton,0,,POS,962.0,133,,,,,,,,,,,,,,,,,,,,,1234316.185
1197,432.2804,74.063,647700.0,1,635.0,0,pos_cossingleton,cossingleton,0,,POS,995.0,65,,,,,,,,,,,,,,,,,,,,,392553.8365
1199,335.2194,279.353,155400.0,1,637.0,0,pos_singleton,singleton,0,,POS,997.0,-1,,,,,,,,,,,,,,,,,,,,,1056314.707
1208,371.1012,340.178,975200.0,1,646.0,0,pos_fragment,fragment,0,,POS,1011.0,16,,,,,,,,,,,,,,,,,,,,,207349.1973
1210,564.3592,90.026,398900.0,1,648.0,0,pos_cossingleton,cossingleton,0,,POS,1014.0,65,,,,,,,,,,,,,,,,,,,,,310416.7511
1223,864.2676,486.901,2150300.0,1,661.0,0,pos_cossingleton,cossingleton,0,,POS,1027.0,13,,,,,,,,,,,,,,,,,,,,,74493.92788999999
1241,223.0639,183.275,373600.0,1,679.0,0,pos_cossingleton,cossingleton,0,,POS,1051.0,23,,,,,,,,,,,,,,,,,,,,,210074.0485
1255,332.1199,245.626,696800.0,1,693.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,1066.0,25,,,,,,,,,,,,,,,,,,,,,33200.1201
1257,223.0965,193.569,625900.0,1,695.0,0,pos_cossingleton,cossingleton,0,,POS,1068.0,133,,,,,,,,,,,,,,,,,,,,,193098.8386
1278,287.2218,311.647,242400.0,1,716.0,0,pos_adduct,adduct,0,[M+H]+,POS,1092.0,44,,,,,,,,,,,,,,,,,,,,,50808.29998
1286,1072.3088,453.646,8800000.0,1,724.0,0,pos_cossingleton,cossingleton,0,,POS,1231.0,13,,,,,,,,,,,,,,,,,,,,,10201053.21
1287,519.1391,457.426,481400.0,1,725.0,0,pos_adduct,adduct,0,[M+H]+,POS,1272.0,13,,,,,,,,,,,,,,,,,,,,,84896.84577999999
1300,195.0653,141.482,1200000.0,1,738.0,1,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,1508.0,55,,,,,,,,,,,,,,,,,,,,,6826167.352000001
1304,207.0176,504.769,236900.0,1,742.0,0,pos_singleton,singleton,0,,POS,1646.0,-1,,,,,,,,,,,,,,,,,,,,,4028934.865
1311,684.2054,498.944,22574000.0,1,749.0,0,pos_cossingleton,cossingleton,0,,POS,1672.0,13,,,,,,,,,,,,,,,,,,,,,37947886.11
1317,536.1663,457.12,42900000.0,1,755.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,1678.0,13,,,,,,,,,,,,,,,,,,,,,27397165.0
1333,246.2428,158.114,3489000.0,1,771.0,0,pos_cossingleton,cossingleton,0,,POS,1704.0,57,,,,,,,,,,,,,,,,,,,,,20315776.3
1335,273.9169,505.9,2063700.0,1,773.0,0,pos_adduct,adduct,0,[M+H]+,POS,1708.0,56,,,,,,,,,,,,,,,,,,,,,6817055.6620000005
1336,223.9885,505.368,4405300.0,1,774.0,0,pos_cossingleton,cossingleton,0,,POS,1709.0,24,,,,,,,,,,,,,,,,,,,,,18226134.85
1338,314.9445,506.011,3733200.0,1,776.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1711.0,56,,,,,,,,,,,,,,,,,,,,,6765609.268999999
1340,226.0128,504.845,6147800.0,1,778.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1713.0,9,,,,,,,,,,,,,,,,,,,,,7006718.28
1348,854.2307,456.706,3873000.0,1,786.0,0,pos_cossingleton,cossingleton,0,,POS,1723.0,106,,,,,,,,,,,,,,,,,,,,,14058514.5
1349,181.015,504.862,953900.0,1,787.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,1727.0,9,,,,,,,,,,,,,,,,,,,,,5210052.101
1351,924.2711,472.327,12794000.0,1,789.0,0,pos_cossingleton,cossingleton,0,,POS,1730.0,13,,,,,,,,,,,,,,,,,,,,,7276094.946
1354,299.9127,512.66,1016500.0,1,792.0,0,pos_cossingleton,cossingleton,0,,POS,1737.0,77,,,,,,,,,,,,,,,,,,,,,17846537.63
1357,282.9103,507.967,1051200.0,1,795.0,0,pos_adduct,adduct,0,[2M+Na]+,POS,1749.0,122,,,,,,,,,,,,,,,,,,,,,5548541.52
1362,290.2693,198.89,432300.0,1,800.0,0,pos_cossingleton,cossingleton,0,,POS,1756.0,57,,,,,,,,,,,,,,,,,,,,,4662916.29
1366,663.4546,483.028,1169500.0,1,804.0,0,pos_adduct,adduct,0,[M+H]+,POS,1760.0,45,,,,,,,,,,,,,,,,,,,,,3796638.781
1378,318.3007,197.799,276400.0,1,816.0,0,pos_cossingleton,cossingleton,0,,POS,1786.0,57,,,,,,,,,,,,,,,,,,,,,1275694.826
1380,267.1719,263.99,2156000.0,1,818.0,0,pos_cossingleton,cossingleton,0,,POS,1789.0,45,,,,,,,,,,,,,,,,,,,,,4650063.823
1382,195.1745,175.848,1223000.0,1,820.0,0,pos_fragment,fragment,0,,POS,1793.0,72,,,,,,,,,,,,,,,,,,,,,4843229.872
1388,124.0874,504.937,2008500.0,1,826.0,0,pos_adduct,adduct,0,[M+H]+,POS,1800.0,80,,,,,,,,,,,,,,,,,,,,,4479462.88
1398,468.39,318.096,422200.0,1,836.0,0,pos_cossingleton,cossingleton,0,,POS,1815.0,65,,,,,,,,,,,,,,,,,,,,,2922020.686
1400,512.4163,317.535,351100.0,1,838.0,0,pos_cossingleton,cossingleton,0,,POS,1818.0,65,,,,,,,,,,,,,,,,,,,,,2914575.2860000003
1402,371.1013,370.248,999600.0,1,840.0,0,pos_fragment,fragment,0,,POS,1821.0,8,,,,,,,,,,,,,,,,,,,,,1232701.307
1404,251.1853,95.111,415200.0,1,842.0,0,pos_cossingleton,cossingleton,0,,POS,1823.0,63,,,,,,,,,,,,,,,,,,,,,4770628.291999999
1405,399.2508,283.169,2680000.0,1,843.0,0,pos_cossingleton,cossingleton,0,,POS,1824.0,168,,,,,,,,,,,,,,,,,,,,,4194535.89
1406,327.0782,261.514,802900.0,1,844.0,0,pos_cossingleton,cossingleton,0,,POS,1827.0,55,,,,,,,,,,,,,,,,,,,,,3341271.603
1419,411.094,293.192,149200.0,1,857.0,0,pos_adduct,adduct,0,[M+Na]+,POS,1854.0,23,,,,,,,,,,,,,,,,,,,,,697848.0397
1426,211.1694,120.967,1293300.0,1,864.0,0,pos_cossingleton,cossingleton,0,,POS,1864.0,147,,,,,,,,,,,,,,,,,,,,,1652517.358
1433,790.2506,466.064,6602600.0,1,871.0,0,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,1874.0,13,,,,,,,,,,,,,,,,,,,,,2895933.944
1434,894.1871,478.144,713900.0,1,872.0,0,pos_cossingleton,cossingleton,0,,POS,1875.0,34,,,,,,,,,,,,,,,,,,,,,1120894.952
1444,301.1411,288.535,323700.0,1,882.0,0,pos_cossingleton,cossingleton,0,,POS,1888.0,23,,,,,,,,,,,,,,,,,,,,,1652517.029
1454,221.1537,255.448,229200.0,1,892.0,0,pos_adduct,adduct,0,[M+H]+,POS,1901.0,27,,,,,,,,,,,,,,,,,,,,,1496860.365
1455,267.1568,100.107,75700.0,1,893.0,0,pos_singleton,singleton,0,,POS,1902.0,-1,,,,,,,,,,,,,,,,,,,,,2074579.748
1467,273.1673,95.965,141500.0,1,905.0,0,pos_cossingleton,cossingleton,0,,POS,1923.0,57,,,,,,,,,,,,,,,,,,,,,1584292.939
1469,1002.2487,466.542,2150600.0,1,907.0,0,pos_cossingleton,cossingleton,0,,POS,1926.0,34,,,,,,,,,,,,,,,,,,,,,442117.6842
1495,873.1602,457.754,131000.0,1,933.0,0,pos_singleton,singleton,0,,POS,1964.0,-1,,,,,,,,,,,,,,,,,,,,,323273.0257
