Index,node_1,node_2,matched_peaks,total_peaks,matching_score,rt_gap,mz_gap,status,status_universal,Fragnotation,Adnotation,All_annotations,ion_mode,cosine_score
42,57,50,0.0,0.0,0.0,2.674,-1.9791,neg_cos_edge,cos_edge,,,0.68,NEG,0.68
43,57,102,3.0,0.0,0.0,5.852,23.1196,neg_singcos_edge,singcos_edge,,,0.62,NEG,0.62
44,57,43,2.0,0.0,0.0,6.555,121.2305,neg_singcos_edge,singcos_edge,,,0.68,NEG,0.68
45,60,427,6.0,0.0,0.0,133.661,43.9902,neg_singcos_edge,cosine_edge,,,0.91,NEG,0.91
46,63,343,8.0,0.0,0.0,3.969,0.1405,neg_singcos_edge,cosine_edge,,,0.86,NEG,0.86
47,63,363,2.0,0.0,0.0,3.829,46.006,neg_singcos_edge,cosine_edge,,,0.82,NEG,0.82
48,66,66,0.0,0.0,0.0,0.0,0.0,neg_self_edge,self_edge,,,,NEG,0.0
49,72,72,0.0,0.0,0.0,0.0,0.0,neg_self_edge,self_edge,,,,NEG,0.0
50,75,311,4.0,20.0,0.2,-2.493,112.2209,neg_frag_edge,frag_edge,,,112.2209,NEG,0.0
51,75,338,5.0,16.0,0.31,-3.473,180.1569,neg_frag_edge,frag_edge,,,180.1569,NEG,0.0
52,75,303,6.0,18.0,0.33,-3.042,168.1569,neg_frag_edge,frag_edge,,,168.1569,NEG,0.0
53,76,76,0.0,0.0,0.0,0.0,0.0,neg_self_edge,self_edge,,,,NEG,0.0
54,78,78,0.0,0.0,0.0,0.0,0.0,neg_self_edge,self_edge,,,,NEG,0.0
55,81,81,0.0,0.0,0.0,0.0,0.0,neg_self_edge,self_edge,,,,NEG,0.0
56,85,366,2.0,0.0,0.0,0.131,44.9806,neg_singcos_edge,cosine_edge,,,0.99,NEG,0.99
57,86,115,2.0,0.0,0.0,185.998,212.1771,neg_singcos_edge,singcos_edge,,,0.95,NEG,0.95
58,90,90,0.0,0.0,0.0,0.0,0.0,neg_self_edge,self_edge,,,,NEG,0.0
59,91,91,0.0,0.0,0.0,0.0,0.0,neg_self_edge,self_edge,,,,NEG,0.0
60,92,211,4.0,20.0,0.2,-1.154,145.9319,neg_frag_edge,frag_edge,,,145.9319,NEG,0.0
61,92,515,3.0,26.0,0.12,-0.515,189.9218,neg_frag_edge,frag_edge,,,189.9218,NEG,0.0
62,93,93,0.0,0.0,0.0,0.0,0.0,neg_self_edge,self_edge,,,,NEG,0.0
63,94,243,4.0,25.0,0.16,-0.028,90.0504,neg_frag_edge,frag_edge,,,90.0504,NEG,0.0
64,95,95,0.0,0.0,0.0,0.0,0.0,neg_self_edge,self_edge,,,,NEG,0.0
65,98,427,2.0,0.0,0.0,119.857,49.9318,neg_singcos_edge,cosine_edge,,,0.63,NEG,0.63
66,100,100,0.0,0.0,0.0,0.0,0.0,neg_self_edge,self_edge,,,,NEG,0.0
67,101,105,2.0,0.0,0.0,0.002,1.9977,neg_singcos_edge,cosine_edge,,,0.99,NEG,0.99
68,104,104,0.0,0.0,0.0,0.0,0.0,neg_self_edge,self_edge,,,,NEG,0.0
69,106,106,0.0,0.0,0.0,0.0,0.0,neg_self_edge,self_edge,,,,NEG,0.0
70,107,107,0.0,0.0,0.0,0.0,0.0,neg_self_edge,self_edge,,,,NEG,0.0
71,110,507,3.0,0.0,0.0,56.538,42.0475,neg_singcos_edge,singcos_edge,,,0.77,NEG,0.77
72,113,113,0.0,0.0,0.0,0.0,0.0,neg_self_edge,self_edge,,,,NEG,0.0
73,114,114,0.0,0.0,0.0,0.0,0.0,neg_self_edge,self_edge,,,,NEG,0.0
74,116,116,0.0,0.0,0.0,0.0,0.0,neg_self_edge,self_edge,,,,NEG,0.0
75,128,97,0.0,0.0,0.0,1.838,46.0056,neg_cos_edge,cos_edge,,,0.39,NEG,0.39
76,193,3,6.0,0.0,0.0,0.484,1.9989,neg_singcos_edge,singcos_edge,,,0.97,NEG,0.97
77,194,193,8.0,33.0,0.24,0.0,90.0506,neg_frag_edge,frag_edge,,,90.0506,NEG,0.0
78,195,193,7.0,32.0,0.22,-1.406,136.0565,neg_frag_edge,frag_edge,,,136.0565,NEG,0.0
79,195,194,0.0,0.0,0.0,-1.406,46.0059,neg_cos_edge,cos_edge,,,0.92,NEG,0.92
80,195,99,8.0,0.0,0.0,13.572,222.0574,neg_singcos_edge,singcos_edge,,,0.95,NEG,0.95
81,202,202,0.0,0.0,0.0,0.0,0.0,neg_self_edge,self_edge,,,,NEG,0.0
82,204,175,4.0,0.0,0.0,506.97,0.0001,neg_singcos_edge,singcos_edge,,,0.98,NEG,0.98
83,204,21,3.0,0.0,0.0,0.862,27.9952,neg_singcos_edge,singcos_edge,,,0.98,NEG,0.98
84,205,515,4.0,25.0,0.16,0.663,88.9879,neg_frag_edge,frag_edge,,,88.9879,NEG,0.0
85,205,209,6.0,0.0,0.0,0.008,27.995,neg_singcos_edge,singcos_edge,,,0.81,NEG,0.81
86,211,515,5.0,22.0,0.23,0.639,43.9899,neg_frag_edge,frag_edge,CO2,,CO2,NEG,0.0
87,211,92,0.0,0.0,0.0,1.154,-145.9319,neg_cos_edge,cos_edge,,,0.91,NEG,0.91
88,214,35,3.0,0.0,0.0,53.896,11.0038,neg_singcos_edge,singcos_edge,,,0.95,NEG,0.95
89,271,88,2.0,0.0,0.0,257.017,564.137,neg_singcos_edge,singcos_edge,,,0.8,NEG,0.8
90,271,45,2.0,0.0,0.0,272.352,0.0002,neg_singcos_edge,singcos_edge,,,0.95,NEG,0.95
91,271,80,2.0,0.0,0.0,272.139,16.0314,neg_singcos_edge,singcos_edge,,,0.91,NEG,0.91
92,271,83,2.0,0.0,0.0,257.223,0.0002,neg_singcos_edge,singcos_edge,,,0.96,NEG,0.96
93,271,64,2.0,0.0,0.0,319.086,0.0,neg_singcos_edge,singcos_edge,,,0.94,NEG,0.94
94,302,330,0.0,0.0,0.0,0.506,-67.9881,neg_cos_edge,cos_edge,,,0.87,NEG,0.87
95,303,47,5.0,0.0,0.0,0.207,1.9944,neg_singcos_edge,singcos_edge,,,0.97,NEG,0.97
96,303,338,5.0,17.0,0.29,-0.431,12.0,neg_frag_edge,frag_edge,,,12.0,NEG,0.0
97,303,307,0.0,0.0,0.0,0.032,-167.9141,neg_cos_edge,cos_edge,,,0.98,NEG,0.98
98,303,39,0.0,0.0,0.0,-0.027,-183.8879,neg_cos_edge,cos_edge,,,0.57,NEG,0.57
99,306,396,5.0,0.0,0.0,0.073,1.9945,neg_singcos_edge,singcos_edge,,,0.95,NEG,0.95
100,306,59,3.0,0.0,0.0,129.143,170.2953,neg_singcos_edge,singcos_edge,,,0.8,NEG,0.8
101,306,96,5.0,0.0,0.0,6.27,26.0158,neg_singcos_edge,singcos_edge,,,0.96,NEG,0.96
102,307,303,5.0,20.0,0.25,-0.032,167.9141,neg_frag_edge,frag_edge,,,167.9141,NEG,0.0
103,307,38,3.0,28.0,0.11,-0.006,89.996,neg_frag_edge,frag_edge,,,89.996,NEG,0.0
104,307,39,0.0,0.0,0.0,-0.059,-15.9738,neg_cos_edge,cos_edge,,,0.58,NEG,0.58
105,307,311,4.0,23.0,0.17,0.517,111.9781,neg_frag_edge,frag_edge,,,111.9781,NEG,0.0
106,308,201,4.0,0.0,0.0,0.282,1.9971,neg_singcos_edge,singcos_edge,,,0.83,NEG,0.83
107,311,55,3.0,0.0,0.0,0.038,43.99,neg_singcos_edge,singcos_edge,,,0.94,NEG,0.94
108,311,310,2.0,0.0,0.0,0.62,65.9649,neg_singcos_edge,singcos_edge,,,0.66,NEG,0.66
109,311,368,2.0,0.0,0.0,0.118,1.0079,neg_singcos_edge,singcos_edge,,,0.82,NEG,0.82
110,311,384,2.0,0.0,0.0,0.129,1.9946,neg_singcos_edge,singcos_edge,,,0.82,NEG,0.82
111,311,414,4.0,0.0,0.0,1.661,0.0659,neg_singcos_edge,singcos_edge,,,0.96,NEG,0.96
112,311,38,0.0,0.0,0.0,-0.523,-21.9821,neg_cos_edge,cos_edge,,,0.71,NEG,0.71
113,312,5,0.0,0.0,0.0,1.056,10.029,neg_cos_edge,cos_edge,,,0.95,NEG,0.95
114,321,321,0.0,0.0,0.0,0.0,0.0,neg_self_edge,self_edge,,,,NEG,0.0
115,324,7,4.0,16.0,0.25,-0.019,145.9312,neg_frag_edge,frag_edge,,,145.9312,NEG,0.0
116,324,315,3.0,26.0,0.12,-0.902,189.9213,neg_frag_edge,frag_edge,,,189.9213,NEG,0.0
117,326,302,3.0,20.0,0.15,-0.032,147.9319,neg_frag_edge,frag_edge,,,147.9319,NEG,0.0
118,328,328,0.0,0.0,0.0,0.0,0.0,neg_self_edge,self_edge,,,,NEG,0.0
119,330,302,3.0,16.0,0.19,-0.506,67.9881,neg_frag_edge,frag_edge,,,67.9881,NEG,0.0
120,340,378,2.0,0.0,0.0,208.797,183.3024,neg_singcos_edge,cosine_edge,,,0.74,NEG,0.74
121,341,67,5.0,0.0,0.0,507.726,0.0001,neg_singcos_edge,singcos_edge,,,0.95,NEG,0.95
122,362,302,3.0,25.0,0.12,5.371,145.9313,neg_frag_edge,frag_edge,,,145.9313,NEG,0.0
123,403,254,5.0,0.0,0.0,34.927,298.0546,neg_singcos_edge,singcos_edge,,,0.7,NEG,0.7
124,403,82,2.0,0.0,0.0,23.041,148.0365,neg_singcos_edge,singcos_edge,,,0.92,NEG,0.92
125,403,359,18.0,0.0,0.0,49.189,0.0005,neg_singcos_edge,singcos_edge,,,0.97,NEG,0.97
126,404,32,3.0,27.0,0.11,-0.439,46.0062,neg_frag_edge,frag_edge,HCOOH,,HCOOH,NEG,0.0
127,404,32,0.0,0.0,0.0,-0.439,46.0062,neg_cos_edge,cos_edge,,,0.92,NEG,0.92
128,409,409,0.0,0.0,0.0,0.0,0.0,neg_self_edge,self_edge,,,,NEG,0.0
129,416,416,0.0,0.0,0.0,0.0,0.0,neg_self_edge,self_edge,,,,NEG,0.0
130,418,418,0.0,0.0,0.0,0.0,0.0,neg_self_edge,self_edge,,,,NEG,0.0
131,434,403,0.0,0.0,0.0,-0.976,46.0065,neg_cos_edge,cos_edge,,,0.95,NEG,0.95
132,501,61,3.0,0.0,0.0,29.408,0.9842,neg_singcos_edge,singcos_edge,,,0.92,NEG,0.92
133,501,524,3.0,0.0,0.0,22.222,14.0156,neg_singcos_edge,singcos_edge,,,0.99,NEG,0.99
134,501,539,2.0,0.0,0.0,44.202,28.0316,neg_singcos_edge,singcos_edge,,,0.68,NEG,0.68
135,515,70,3.0,0.0,0.0,204.025,96.1053,neg_singcos_edge,singcos_edge,,,0.81,NEG,0.81
136,515,109,2.0,0.0,0.0,495.844,96.105,neg_singcos_edge,singcos_edge,,,0.83,NEG,0.83
137,515,73,7.0,0.0,0.0,4.798,0.0223,neg_singcos_edge,singcos_edge,,,0.98,NEG,0.98
138,536,10,3.0,27.0,0.11,-2.334,145.9312,neg_frag_edge,frag_edge,,,145.9312,NEG,0.0
139,538,538,0.0,0.0,0.0,0.0,0.0,neg_self_edge,self_edge,,,,NEG,0.0
140,563,911,5.0,35.0,0.14,-0.696,44.9976,pos_frag_edge,frag_edge,,,44.9976,POS,0.0
141,563,579,18.0,56.0,0.32,-0.502,41.0265,pos_frag_edge,frag_edge,,,41.0265,POS,0.0
142,564,1041,19.0,0.0,0.0,7.251,134.0207,pos_singcos_edge,singcos_edge,,,0.87,POS,0.87
143,565,955,3.0,28.0,0.11,0.121,76.0082,pos_frag_edge,frag_edge,,,76.0082,POS,0.0
144,566,1348,24.0,0.0,0.0,0.96,1.9991,pos_singcos_edge,singcos_edge,,,0.93,POS,0.93
145,574,567,9.0,50.0,0.18,-4.901,0.1515,pos_frag_edge,frag_edge,,,0.1515,POS,0.0
146,575,595,6.0,0.0,0.0,19.586,118.0824,pos_singcos_edge,singcos_edge,,,0.62,POS,0.62
147,577,1043,4.0,0.0,0.0,6.857,43.0614,pos_singcos_edge,cosine_edge,,,0.67,POS,0.67
148,577,565,5.0,0.0,0.0,0.384,3.9938,pos_singcos_edge,cosine_edge,,,0.99,POS,0.99
149,577,975,4.0,0.0,0.0,0.823,29.0459,pos_singcos_edge,cosine_edge,,,0.96,POS,0.96
150,577,970,2.0,0.0,0.0,0.742,27.0488,pos_singcos_edge,cosine_edge,,,0.96,POS,0.96
151,577,604,3.0,0.0,0.0,98.264,147.9241,pos_singcos_edge,cosine_edge,,,0.85,POS,0.85
152,577,932,2.0,0.0,0.0,0.842,41.0645,pos_singcos_edge,cosine_edge,,,0.97,POS,0.97
153,577,933,4.0,0.0,0.0,0.164,43.0613,pos_singcos_edge,cosine_edge,,,0.98,POS,0.98
154,579,911,7.0,53.0,0.13,-0.194,3.9711,pos_frag_edge,frag_edge,,,3.9711,POS,0.0
155,582,976,3.0,0.0,0.0,4.043,0.0209,pos_singcos_edge,cosine_edge,,,0.92,POS,0.92
156,583,583,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
157,587,587,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
158,593,1469,22.0,0.0,0.0,34.205,18.0109,pos_singcos_edge,singcos_edge,,,0.95,POS,0.95
159,593,1046,14.0,0.0,0.0,47.248,148.044,pos_singcos_edge,singcos_edge,,,0.91,POS,0.91
160,593,1434,20.0,0.0,0.0,22.603,90.0507,pos_singcos_edge,singcos_edge,,,0.95,POS,0.95
161,593,630,15.0,0.0,0.0,20.533,0.0022,pos_singcos_edge,singcos_edge,,,0.93,POS,0.93
162,599,984,0.0,0.0,0.0,0.094,-15.9748,pos_cos_edge,cos_edge,,,0.98,POS,0.98
163,604,565,3.0,0.0,0.0,98.648,143.9303,pos_singcos_edge,cosine_edge,,,0.85,POS,0.85
164,609,609,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
165,611,611,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
166,613,688,0.0,0.0,0.0,0.169,-17.0265,pos_cos_edge,cos_edge,,,0.97,POS,0.97
167,617,701,7.0,0.0,0.0,42.782,28.0312,pos_singcos_edge,cosine_edge,,,0.88,POS,0.88
168,619,619,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
169,620,1140,4.0,0.0,0.0,113.334,238.2302,pos_singcos_edge,cosine_edge,,,0.85,POS,0.85
170,620,1130,10.0,0.0,0.0,122.652,266.2619,pos_singcos_edge,cosine_edge,,,0.65,POS,0.65
171,620,1081,3.0,0.0,0.0,94.664,28.0316,pos_singcos_edge,cosine_edge,,,0.98,POS,0.98
172,620,649,5.0,0.0,0.0,26.17,28.0317,pos_singcos_edge,cosine_edge,,,0.99,POS,0.99
173,635,635,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
174,641,735,4.0,0.0,0.0,95.904,102.1043,pos_singcos_edge,cosine_edge,,,1.0,POS,1.0
175,641,1514,4.0,29.0,0.14,0.436,74.073,pos_frag_edge,frag_edge,,,74.073,POS,0.0
176,644,644,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
177,646,646,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
178,649,1081,3.0,0.0,0.0,68.494,0.0001,pos_singcos_edge,cosine_edge,,,0.97,POS,0.97
179,657,657,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
180,667,667,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
181,677,677,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
182,684,684,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
183,693,693,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
184,697,697,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
185,698,1241,4.0,0.0,0.0,109.965,166.048,pos_singcos_edge,singcos_edge,,,0.81,POS,0.81
186,712,712,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
187,717,717,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
188,725,1092,6.0,20.0,0.3,-3.238,41.0266,pos_frag_edge,frag_edge,,,41.0266,POS,0.0
189,725,1092,0.0,0.0,0.0,-3.238,41.0266,pos_cos_edge,cos_edge,,,1.0,POS,1.0
190,727,727,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
191,729,956,6.0,0.0,0.0,37.149,74.0144,pos_singcos_edge,cosine_edge,,,0.96,POS,0.96
192,740,740,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
193,742,742,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
194,749,749,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
195,756,756,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
196,759,759,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
197,768,1405,8.0,0.0,0.0,7.096,44.0257,pos_singcos_edge,cosine_edge,,,0.84,POS,0.84
198,769,769,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
199,776,776,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
200,849,849,0.0,0.0,0.0,0.0,0.0,pos_self_edge,self_edge,,,,POS,0.0
201,907,922,12.0,38.0,0.32,3.563,140.0458,pos_frag_edge,frag_edge,,,140.0458,POS,0.0
202,907,925,9.0,54.0,0.17,8.498,18.0089,pos_frag_edge,frag_edge,,,18.0089,POS,0.0
203,907,1065,12.0,0.0,0.0,51.133,15.9949,pos_singcos_edge,singcos_edge,,,0.6,POS,0.6
204,907,981,4.0,0.0,0.0,23.986,14.0154,pos_singcos_edge,singcos_edge,,,0.71,POS,0.71
205,908,922,10.0,41.0,0.24,-0.455,217.0952,pos_frag_edge,frag_edge,,,217.0952,POS,0.0
206,908,919,0.0,0.0,0.0,4.323,-45.9836,pos_cos_edge,cos_edge,,,0.23,POS,0.23
207,909,922,5.0,35.0,0.14,-0.078,222.0506,pos_frag_edge,frag_edge,,,222.0506,POS,0.0
208,909,914,0.0,0.0,0.0,0.377,-352.1884,pos_cos_edge,cos_edge,,,0.91,POS,0.91
209,909,762,2.0,0.0,0.0,112.444,134.1097,pos_singcos_edge,singcos_edge,,,0.8,POS,0.8
210,910,987,7.0,0.0,0.0,479.245,36.0336,pos_singcos_edge,singcos_edge,,,0.65,POS,0.65
211,910,594,18.0,0.0,0.0,479.349,18.023,pos_singcos_edge,singcos_edge,,,0.76,POS,0.76
212,910,585,10.0,0.0,0.0,0.87,43.9899,pos_singcos_edge,singcos_edge,,,0.82,POS,0.82
213,911,578,6.0,0.0,0.0,3.91,6.9923,pos_singcos_edge,singcos_edge,,,1.0,POS,1.0
214,912,919,0.0,0.0,0.0,4.272,-63.0114,pos_cos_edge,cos_edge,,,0.23,POS,0.23
215,912,908,0.0,0.0,0.0,-0.051,-17.0278,pos_cos_edge,cos_edge,,,0.95,POS,0.95
216,912,925,18.0,80.0,0.23,4.429,78.0305,pos_frag_edge,frag_edge,,,78.0305,POS,0.0
217,912,1042,9.0,0.0,0.0,25.153,10.967,pos_singcos_edge,singcos_edge,,,0.83,POS,0.83
218,912,922,15.0,55.0,0.27,-0.506,200.0674,pos_frag_edge,frag_edge,,,200.0674,POS,0.0
219,912,909,0.0,0.0,0.0,-0.428,-21.9832,pos_cos_edge,cos_edge,,,0.45,POS,0.45
220,913,939,7.0,60.0,0.12,-3.158,18.0099,pos_frag_edge,frag_edge,H2O,,H2O,POS,0.0
221,913,983,9.0,64.0,0.14,8.253,44.0259,pos_frag_edge,frag_edge,,,44.0259,POS,0.0
222,914,925,8.0,50.0,0.16,4.48,452.2021,pos_frag_edge,frag_edge,,,452.2021,POS,0.0
223,914,922,6.0,38.0,0.16,-0.455,574.239,pos_frag_edge,frag_edge,,,574.239,POS,0.0
224,914,909,10.0,39.0,0.26,-0.377,352.1884,pos_frag_edge,frag_edge,,,352.1884,POS,0.0
225,916,1054,5.0,42.0,0.12,-0.729,331.1136,pos_frag_edge,frag_edge,,,331.1136,POS,0.0
226,919,925,10.0,56.0,0.18,0.157,141.0419,pos_frag_edge,frag_edge,,,141.0419,POS,0.0
227,919,909,9.0,49.0,0.18,-4.7,41.0282,pos_frag_edge,frag_edge,,,41.0282,POS,0.0
228,919,922,8.0,40.0,0.2,-4.778,263.0788,pos_frag_edge,frag_edge,,,263.0788,POS,0.0
229,919,914,0.0,0.0,0.0,-4.323,-311.1602,pos_cos_edge,cos_edge,,,0.97,POS,0.97
230,919,909,0.0,0.0,0.0,-4.7,41.0282,pos_cos_edge,cos_edge,,,0.95,POS,0.95
231,920,1406,5.0,0.0,0.0,120.368,164.0392,pos_singcos_edge,singcos_edge,,,0.88,POS,0.88
232,920,961,12.0,0.0,0.0,123.12,0.0,pos_singcos_edge,singcos_edge,,,1.0,POS,1.0
233,920,1101,3.0,0.0,0.0,125.048,31.0787,pos_singcos_edge,singcos_edge,,,0.86,POS,0.86
234,921,934,40.0,0.0,0.0,11.298,17.0273,pos_singcos_edge,singcos_edge,,,0.96,POS,0.96
235,922,691,4.0,0.0,0.0,112.398,142.0243,pos_singcos_edge,singcos_edge,,,0.83,POS,0.83
236,922,647,2.0,0.0,0.0,86.597,37.9769,pos_singcos_edge,singcos_edge,,,0.76,POS,0.76
237,922,907,0.0,0.0,0.0,-3.563,-140.0458,pos_cos_edge,cos_edge,,,0.6,POS,0.6
238,922,1033,3.0,0.0,0.0,18.984,93.1158,pos_singcos_edge,singcos_edge,,,0.83,POS,0.83
239,922,1060,2.0,0.0,0.0,287.301,545.0915,pos_singcos_edge,singcos_edge,,,0.76,POS,0.76
240,922,1119,3.0,0.0,0.0,91.461,98.0344,pos_singcos_edge,singcos_edge,,,0.83,POS,0.83
241,922,832,2.0,0.0,0.0,67.36,109.9983,pos_singcos_edge,singcos_edge,,,0.82,POS,0.82
242,922,1116,3.0,0.0,0.0,98.63,65.0842,pos_singcos_edge,singcos_edge,,,0.84,POS,0.84
243,924,922,12.0,41.0,0.29,-0.905,325.0476,pos_frag_edge,frag_edge,,,325.0476,POS,0.0
244,928,944,8.0,13.0,0.62,4.339,41.0265,pos_frag_edge,frag_edge,,,41.0265,POS,0.0
245,928,944,0.0,0.0,0.0,4.339,41.0265,pos_cos_edge,cos_edge,,,0.99,POS,0.99
246,929,949,7.0,23.0,0.3,-4.924,41.0266,pos_frag_edge,frag_edge,,,41.0266,POS,0.0
247,929,949,0.0,0.0,0.0,-4.924,41.0266,pos_cos_edge,cos_edge,,,0.99,POS,0.99
