Feature_ID,012_Caperatic_acid,004_Acetylportentol,011_Bourgeanic_acid,002_2_Hydroxy_4_6_dimethoxyacetophenone,008_12_Desoxypyxinol,007_12_Desoxydiacetylpyxinol
352,M1|m2Hp1Na|pHCOOH,,,M1|m2Hp1Na|pHCOOH,,
353,,,,,,
354,M1|m2Hp1Na|pHCOOH,,,M1|m2Hp1Na|pHCOOH,,
355,,,,,,
356,,,,,,
358,,,,,,
360,,,,,,
361,,,,,,
362,,,,,,
365,,,,,,
366,,,,,,
367,,,,,,
368,,,,,,
370,,,,,,
372,,,,,,
373,,,,,,
374,M1|m1H|,,,M1|m1H|,,
377,,,,,,
379,,,,,,
380,,,,,,
381,,,,,,
382,,,,,,
384,,,,,,
385,,,,,,
386,,,,,,
387,,,,,,
388,,,,,,
392,M2|p1Cl|,,M2|p1Cl|,M2|p1Cl|,,
393,,,,,,
394,,,,,,
396,,,,,,
397,,,,,,
398,,,,,,
400,,,,M1|m2Hp1Na|pHCOOH,,
401,,,,,,
402,,,,,,
403,,,M1|m1H|pHCOOH,M1|m1H|pHCOOH,,
404,,,,,,
405,,,,,,
408,M1|m2Hp1Na|,,M2|m1H|pHCOOH,M1|m2Hp1Na|,,
409,,,,,,
410,,,,,,
411,,,,,,
412,,,,,,
413,,,,,,
414,,,,,,
415,,,,,,
416,,,,,,
417,,,,,,
418,,,,,,
419,,,,,,
420,,,,,,
421,,,,,,
422,,,,,,
424,,,,,,
425,,,,,,
426,,,,M1|p1Cl|,,
427,,,,,,
428,,,,,,
429,,,,,,
430,,,,,,
431,,,,,,
432,,,,,,
434,,,,,,
435,,,M1|m1H|,,,
436,,,M2|m1H|,,,
437,,,,,,
438,,,M1|m1H|,,,
440,,,M1|m1H|,,,
441,,,M2|m1H|,,,
443,,,M2|m2Hp1Na|,,,
444,M1|m1H|,M1|m1H|,M1|m1H|,M1|m1H|,M1|m1H|,M1|m1H|
446,M1|m1H|,M1|m1H|,M1|m1H|,M1|m1H|,M1|m1H|,M1|m1H|
449,,,M2|m2Hp1Na|,,,
450,,,,,,
451,,,M1|m1H|,,,
453,M2|m2Hp1Na|,M2|m2Hp1Na|,M2|m2Hp1Na|,M2|m2Hp1Na|,M2|m2Hp1Na|,M2|m2Hp1Na|
454,M1|m1H|pHCOOH,M1|m1H|pHCOOH,M1|p1Cl|,M1|m1H|pHCOOH,M1|m1H|pHCOOH,M1|m1H|pHCOOH
459,,,M1|m2Hp1Na|pHCOOH,,,
460,,M1|p1Cl|,M1|p1Cl|,,,M1|p1Cl|
461,M2|m1H|,M2|m1H|,M2|m1H|,M2|m1H|,,M2|m1H|
462,M2|m1H|pHCOOH,M2|m1H|pHCOOH,M2|m1H|pHCOOH,M2|m1H|pHCOOH,M2|m1H|pHCOOH,M2|m1H|pHCOOH
465,,,,,,
466,,,,,,
467,,,,,,
468,,,M1|m1H|,,,
471,,,M1|m2Hp1Na|pHCOOH,,,
472,M1|m1H|,M1|m1H|,M1|m1H|,,M1|m1H|,
475,,,M1|m1H|pHCOOH,,,
476,,,,,,
477,M2|p1Cl|,M2|p1Cl|,M2|p1Cl|,M2|p1Cl|,M2|p1Cl|,M2|p1Cl|
479,,,,,,
480,,,,,,
481,M2|m1H|pHCOOH,M2|m1H|pHCOOH,M2|m1H|pHCOOH,M2|m1H|pHCOOH,M2|m1H|pHCOOH,M2|m1H|pHCOOH
482,,,,,,
484,,M3|p1Cl|,,,M3|p1Cl|,
485,,,M1|p1Cl|,,,
487,,,,,,
492,,,,,,
493,M1|m2Hp1Na|pHCOOH,M1|m2Hp1Na|pHCOOH,M1|m2Hp1Na|pHCOOH,M1|m2Hp1Na|pHCOOH,M1|m2Hp1Na|pHCOOH,M1|m2Hp1Na|pHCOOH
495,,,,,,
496,,,,,,
497,,,,,,
500,,,M1|m2Hp1Na|,,,
502,,,,,,
503,,,M1|m1H|,,,
504,,,,,,
506,M1|p1Cl|,M1|m2Hp1K|,M1|p1Cl|,M1|p1Cl|,M1|m2Hp1K|,M1|p1Cl|
507,,,M2|m2Hp1Na|,,,
508,,,,,,
512,,,,,,
514,,,,,,
515,,,,,,
516,,,,,,
517,,,,,,
521,,,,,,
522,,,,,,
523,M1|m2Hp1Na|pHCOOH,,M1|m2Hp1Na|pHCOOH,,,
525,,,,,,
527,,,,,,
528,,,,,,
529,,,,,,
533,,,,,,
534,,,,,,
536,,,,,,
537,,,,,,
538,,,,,,
539,,,,,,
541,,,,,,
542,,,,,,
544,M2|m2Hp1K|,,M2|m2Hp1K|,,,
545,M1|m2Hp1K|,M1|m2Hp1K|,M1|m2Hp1K|,M1|m2Hp1K|,M1|m2Hp1K|,M1|m2Hp1K|
548,M1|m1H|,M1|m1H|,M1|m1H|,M1|m1H|,,
549,,,,,,
550,,,,,,
551,M2|p1Cl|,M2|m2Hp1Na|,M2|m2Hp1Na|,,M2|m2Hp1Na|,M2|m2Hp1Na|
552,,,M1|m2Hp1Na|pHCOOH,,,
553,,,,,,
555,,,,,,
556,M1|p1Cl|,,,,,
557,,,,,,
558,,,,,,
559,M3|p1Cl|,,M3|p1Cl|,,,
560,,,,,,
562,,,,,,
565,,,M1|m2Hp1Na|pHCOOH,,,
567,M2|m2Hp1Na|,,M2|m2Hp1Na|,,,
569,,,,,,
570,,,,,,
572,,,,,,
574,,,,,,
578,,,,,,
580,,,,,,
581,,,,,,
583,,,,,,
584,,,M1|m1H|pHCOOH,,,
586,,,,,,
588,,,,,,
589,,,,,,
590,,,,,,
592,,,,,,
593,,,,,,
594,,,,,,
595,,,,,,
600,,,,,,
601,,,,,,
602,,,,,,
604,,,M1|m1H|pHCOOH,,,
605,,,,,,
606,,,,,,
608,,,,,,
609,,,,,,
610,M1|m1H|,M1|m1H|,M1|m1H|,M1|m1H|,M1|m1H|,M1|m1H|
611,M1|m1H|pHCOOH,M1|m1H|pHCOOH,M1|m1H|pHCOOH,M1|m1H|pHCOOH,M1|m1H|pHCOOH,M1|m1H|pHCOOH
612,,,,,,
614,,,,,,
615,,,,,,
621,,,,,,
624,,,,,,
625,,,,,,
626,,,,,,
627,,,,,,
628,,,,,,
629,,,,,,
